dataset,raw_index,algorithm_raw,algorithm,algo_row,is_paper_row,drop_reason,n_params,n_rank,original_expr,sympy_expr,orig_status,orig_runtime_ms,orig_nodes,orig_params,simpl_nodes,simpl_params,orig_total_size,orig_egraph_nodes,orig_eclass_count,orig_passes,orig_extracted_cost,orig_rendered,sympy_status,sympy_runtime_ms,orig_nodes_sympy,orig_params_sympy,simpl_nodes_sympy,simpl_params_sympy,sympy_total_size,sympy_egraph_nodes,sympy_eclass_count,sympy_passes,sympy_extracted_cost,sympy_rendered
kotanchek,14,Bingo,Bingo,15,1,kept,3.0,3.0,-0.009079799107138235 + (0.973619601464109)*((-1.1573239810414302 + (x1)^(-2) + exp(x0) + (-2)*(plog(x0)))^(-1)),-0.009079799107138235 + 0.973619601464109/(exp(x0) - 2*log(x0) - 1.1573239810414302 + x1**(-2)),saturated,343.495584,20,4,20,4,116,125,47,1,53,(-0.009079799107138235 + (0.973619601464109 * ((((-1.1573239810414302 + (x1 ** -2.0)) + exp(x0)) + (-2.0 * log(abs(x0)))) ** -1.0))),saturated,391.646542,17,4,17,4,100,107,38,2,45,(-0.009079799107138235 + (0.973619601464109 / (((exp(x0) + (-2.0 * log(x0))) + -1.1573239810414302) + (x1 ** -2.0))))
kotanchek,15,Bingo,Bingo,16,1,kept,5.0,4.0,-5.9611827480310925e-05 + (-8.813638500217107e-05)*((-119.17342611160666 + (1306.8992589231564)*((x1)*(-4.739082076972427 + x1)))*((exp((-1 + x0)*(-1 + x0)))^(-1))),(-0.11518537624350337*x1*(x1 - 4.739082076972427) - 5.9611827480310925e-5*exp((x0 - 1)**2) + 0.010503514965800351)*exp(-(x0 - 1)**2),saturated,311.857000,24,7,22,6,65,73,36,2,61,(-5.9611827480310925e-05 + ((-0.11518537624350336 * ((x1 * (-4.739082076972427 + x1)) + -0.09118792079643674)) * (exp(((-1.0 + x0) * (-1.0 + x0))) ** -1.0))),saturated,265.082667,27,7,27,7,215,232,88,1,76,(((((-0.11518537624350338 * x1) * (x1 - 4.739082076972427)) - (5.9611827480310925e-05 * exp(((x0 - 1.0) ** 2.0)))) + 0.010503514965800351) * exp((-1.0 * ((x0 - 1.0) ** 2.0))))
kotanchek,16,Bingo,Bingo,17,1,kept,4.0,4.0,(0.681112641117685)*(((exp(x0))*(x0 - (exp(x0))))*((-0.601686750816862 + (0.0635052950716775)*((-0.17402614857984516 + x1)*((exp(x0))*(x0 - (exp(x0))))) - (x0))*((exp(exp(x0)))^(-1)))),-0.681112641117685*(x0 - exp(x0))*(x0 - 0.0635052950716775*(x0 - exp(x0))*(x1 - 0.17402614857984516)*exp(x0) + 0.601686750816862)*exp(x0 - exp(x0)),saturated,280.339875,33,4,33,4,308,316,67,1,67,(0.681112641117685 * ((exp(x0) * (x0 - exp(x0))) * (((-0.601686750816862 + (0.0635052950716775 * ((-0.17402614857984516 + x1) * (exp(x0) * (x0 - exp(x0)))))) - x0) * (exp(exp(x0)) ** -1.0)))),saturated,284.282458,30,4,30,4,228,238,67,1,59,(((-0.681112641117685 * (x0 - exp(x0))) * ((x0 - (((0.0635052950716775 * (x0 - exp(x0))) * (x1 - 0.17402614857984516)) * exp(x0))) + 0.601686750816862)) * exp((x0 - exp(x0))))
kotanchek,18,Bingo,Bingo,19,1,kept,4.0,4.0,(0.004874455021822982)*((0.6623280966084486 + x1)*(9.896181203737148 + (10.524866972388967 + x0)*((exp((x0)*(-1 + x0) - (x0)))^(-1)) - ((x1)*(x1)))),0.004874455021822982*(x1 + 0.6623280966084486)*(x0 + (9.896181203737148 - x1**2)*exp(x0*(x0 - 2)) + 10.524866972388967)*exp(x0*(2 - x0)),saturated,249.114250,26,5,26,5,64,71,35,1,63,(0.004874455021822982 * ((0.6623280966084486 + x1) * ((9.896181203737148 + ((10.524866972388967 + x0) * (exp(((x0 * (-1.0 + x0)) - x0)) ** -1.0))) - (x1 * x1)))),saturated,290.247875,29,6,29,6,125,133,48,2,71,(((0.004874455021822982 * (x1 + 0.6623280966084486)) * ((x0 + ((9.896181203737148 - (x1 ** 2.0)) * exp((x0 * (x0 + -2.0))))) + 10.524866972388967)) * exp((x0 * (2.0 - x0))))
kotanchek,20,Bingo,Bingo,21,1,kept,4.0,4.0,((2)*(0.17850583364543127))*((x0 + exp(x0))*((((-1)*(0.17850583364543127))*((x0)*(exp(x0))) + exp(((2)*(0.17850583364543127))*(x0 + exp(x0))) - (plog(((2)*(0.17850583364543127))*(x0 + exp(x0)))))^(-1))),0.35701166729086254*(-x0 - exp(x0))/(0.17850583364543127*x0*exp(x0) - exp(0.35701166729086254*x0 + 0.35701166729086254*exp(x0)) + log(x0 + exp(x0)) - 1.0299868162495162),saturated,300.794000,40,8,32,4,103,110,44,2,65,(0.35701166729086253 * ((x0 + exp(x0)) * ((((-0.17850583364543127 * (x0 * exp(x0))) + exp((0.35701166729086253 * (x0 + exp(x0))))) - log((0.35701166729086253 * abs((x0 + exp(x0)))))) ** -1.0))),saturated,286.292583,33,6,31,5,83,89,38,2,64,((0.35701166729086253 * ((-1.0 * x0) - exp(x0))) / (((((0.17850583364543127 * x0) * exp(x0)) - exp((0.35701166729086253 * (x0 + exp(x0))))) + log((x0 + exp(x0)))) + -1.0299868162495163))
kotanchek,19,Bingo,Bingo,20,1,kept,5.0,5.0,(-0.03309619870833754)*(-3.819150332778322 + x0 + (0.03907279509253594 + (x0)*(x0))*((-15.272972634101004 + (-7.53747357012547)*(x1))*((exp((x0)*(x0)))^(-1)))),((0.1263993583106448 - 0.03309619870833754*x0)*exp(x0**2) + 0.03309619870833754*(x0**2 + 0.03907279509253594)*(7.53747357012547*x1 + 15.272972634101004))*exp(-x0**2),saturated,293.134333,24,5,24,5,123,132,48,2,60,(-0.03309619870833754 * ((-3.819150332778322 + x0) + ((0.03907279509253594 + (x0 * x0)) * ((-7.53747357012547 * (x1 + 2.026272131107024)) * (exp((x0 * x0)) ** -1.0))))),saturated,924.317291,31,7,29,6,152,164,65,2,79,((((0.1263993583106448 + (-0.03309619870833754 * x0)) * exp((x0 ** 2.0))) + ((0.24946172303571493 * (x1 + 2.026272131107024)) * ((x0 ** 2.0) + 0.03907279509253594))) * exp((-1.0 * (x0 ** 2.0))))
kotanchek,13,Bingo,Bingo,14,1,kept,5.0,5.0,(-0.008870475378536939 + (-0.0506336679649604)*(x1))*(((x0 + (-0.3460574947000204)*(1.0326587094648079 + exp(x0)))^(-1))*(plog(-9.541496629390634 + (2)*(x1)))),(0.0506336679649604*x1 + 0.008870475378536939)*log(2*x1 - 9.541496629390634)/(-x0 + 0.3460574947000204*exp(x0) + 0.35735928587754767),saturated,302.615542,24,6,24,6,140,152,60,1,63,((-0.008870475378536939 + (-0.0506336679649604 * x1)) * (((x0 + (-0.3460574947000204 * (1.0326587094648079 + exp(x0)))) ** -1.0) * log(abs((-9.541496629390634 + (2.0 * x1)))))),saturated,2623.756333,23,7,21,6,105,114,46,2,55,(((0.0506336679649604 * (x1 + 0.1751892709940647)) * (0.6931471805599453 + log((x1 + -4.770748314695317)))) / ((0.35735928587754767 - x0) + (0.3460574947000204 * exp(x0))))
kotanchek,21,Bingo,Bingo,22,1,kept,3.0,3.0,(0.6877488188414488)*(exp((2)*(x0) - ((x0)*(x0) + (-0.8494111690013563 - (x1))*((-0.2000198424296049 - (x1))^(-1))))),0.6877488188414488*exp(-(-x0*(2 - x0)*(x1 + 0.2000198424296049) + x1 + 0.8494111690013563)/(x1 + 0.2000198424296049)),saturated,272.515709,20,4,20,4,43,50,30,2,50,(0.6877488188414488 * exp((((2.0 * x0) - (x0 * x0)) - ((-0.8494111690013563 - x1) * ((-0.2000198424296049 - x1) ** -1.0))))),saturated,337.754666,24,7,20,5,56,63,32,2,50,(0.6877488188414488 * exp((((((-2.0 + x0) * ((-0.2000198424296049 - x1) * x0)) - x1) + -0.8494111690013563) / (x1 + 0.2000198424296049))))
kotanchek,22,Bingo,Bingo,23,1,kept,7.0,6.0,(2.5131784365055503)*(((exp(x0))^(-1))*(20.83283257582063 + x0 + (0.029475689425325854)*(x1) + (-0.6569808069960112)*((5.186033678881531 - (x0))*(5.714201897136322 + x0 + ((2.5131784365055503)^(-1))*(exp(x0)))))),(2.5131784365055503*x0 + 0.074077667064863612*x1 + 1.6511099973403901*(x0 - 5.186033678881531)*(x0 + 0.39790250683132961*exp(x0) + 5.714201897136322) + 52.356625600882787)*exp(-x0),saturated,311.269500,31,7,29,7,234,249,85,2,75,(2.5131784365055503 * ((exp(x0) ** -1.0) * (((20.83283257582063 + x0) + (0.029475689425325854 * x1)) + (-0.6569808069960112 * ((5.186033678881531 - x0) * ((5.714201897136322 + x0) + (0.3979025068313296 * exp(x0)))))))),saturated,534.865583,29,8,29,8,582,604,156,2,75,(((((2.5131784365055503 * x0) + (0.07407766706486361 * x1)) + ((1.65110999734039 * (x0 + -5.186033678881531)) * ((x0 + (0.3979025068313296 * exp(x0))) + 5.714201897136322))) + 52.356625600882786) * exp((-1.0 * x0)))
kotanchek,23,Bingo,Bingo,24,1,kept,8.0,8.0,0.006514843839523813 + (0.012790360845057828 + (-0.13720269441638683)*((x0 + (x0)*(x0))*(2.4024045089083383 + x1)))*((-1.5068813313136211 + (-0.32506758388128154)*(exp((x0)*(x0))) - ((x0)*(x0)))^(-1)) + exp(-1.5068813313136211 + (-0.32506758388128154)*(exp((x0)*(x0)))),(0.13720269441638683*(x0**2 + x0)*(x1 + 2.4024045089083383) - 0.012790360845057828)/(x0**2 + 0.32506758388128154*exp(x0**2) + 1.5068813313136211) + 0.006514843839523813 + 0.22159999840345781*exp(-0.32506758388128154*exp(x0**2)),saturated,266.559750,40,8,40,8,120,132,59,1,95,((0.006514843839523813 + ((0.012790360845057828 + (-0.13720269441638683 * ((x0 + (x0 * x0)) * (2.4024045089083383 + x1)))) * (((-1.5068813313136211 + (-0.32506758388128154 * exp((x0 * x0)))) - (x0 * x0)) ** -1.0))) + exp((-1.5068813313136211 + (-0.32506758388128154 * exp((x0 * x0)))))),saturated,331.451292,38,8,38,8,204,221,88,2,104,((((((0.13720269441638683 * ((x0 ** 2.0) + x0)) * (x1 + 2.4024045089083383)) + -0.012790360845057828) / (((x0 ** 2.0) + (0.32506758388128154 * exp((x0 ** 2.0)))) + 1.5068813313136211)) + 0.006514843839523813) + (0.22159999840345782 * exp((-0.32506758388128154 * exp((x0 ** 2.0))))))
kotanchek,24,Bingo,Bingo,25,1,kept,5.0,5.0,0.042926148212222445 + (0.038206703422840375)*(((x0)*(5.566396182362499 + x0))*((0.011789883601234424 + x1)*((4.1139823128908555 + (x0)*(x0) - (x1))*((exp((x0)*(x0)))^(-1))))),(0.038206703422840375*x0*(x0 + 5.566396182362499)*(x1 + 0.011789883601234424)*(x0**2 - x1 + 4.1139823128908555) + 0.042926148212222445*exp(x0**2))*exp(-x0**2),saturated,342.053125,28,5,28,5,700,709,114,1,66,(0.042926148212222445 + (0.038206703422840375 * ((x0 * (5.566396182362499 + x0)) * ((0.011789883601234424 + x1) * (((4.1139823128908555 + (x0 * x0)) - x1) * (exp((x0 * x0)) ** -1.0)))))),saturated,312.192542,33,6,33,6,445,456,91,1,85,((((((0.038206703422840375 * x0) * (x0 + 5.566396182362499)) * (x1 + 0.011789883601234424)) * (((x0 ** 2.0) - x1) + 4.1139823128908555)) + (0.042926148212222445 * exp((x0 ** 2.0)))) * exp((-1.0 * (x0 ** 2.0))))
kotanchek,26,Bingo,Bingo,27,1,kept,5.0,5.0,(-1.9305547847352778)*(((10.665734721501936 + ((x0)*((x0)*(x0)))*((x0)*((x0)*(x0))) + (2.057897964881403)*(x1) - (x0))^(-1))*(0.20556825888097427 + (-2.9052829962789213)*(x0) + exp(plog(x0)) - (x1))),(3.678253204741038*x0 + 1.9305547847352778*x1 - 0.39686078577236514)/(x0**6 - x0 + 2.057897964881403*x1 + 10.665734721501936),saturated,308.939958,36,5,34,5,103,112,48,2,75,(-1.9305547847352778 * (((((10.665734721501936 + ((x0 * (x0 * x0)) * (x0 * (x0 * x0)))) + (2.057897964881403 * x1)) - x0) ** -1.0) * (((-2.9052829962789213 * (x0 + -0.07075670739968036)) + abs(x0)) - x1))),saturated,273.490750,21,5,21,5,195,213,86,1,56,((((3.678253204741038 * x0) + (1.9305547847352778 * x1)) - 0.39686078577236517) / ((((x0 ** 6.0) - x0) + (2.057897964881403 * x1)) + 10.665734721501936))
kotanchek,27,Bingo,Bingo,28,1,kept,4.0,4.0,(0.20913305449088818 + (0.62938832186819)*(x0))*(exp((2.665810272148384)*(((-12.800195782530425 + (3)*(x0) - (x1))^(-1))*(exp(x0))))),(0.62938832186819*x0 + 0.20913305449088818)*exp(-2.665810272148384*exp(x0)/(-3*x0 + x1 + 12.800195782530425)),saturated,276.466875,21,5,21,5,88,98,46,1,55,((0.20913305449088818 + (0.62938832186819 * x0)) * exp((2.665810272148384 * ((((-12.800195782530425 + (3.0 * x0)) - x1) ** -1.0) * exp(x0))))),saturated,259.932500,19,5,19,5,91,100,44,1,48,(((0.62938832186819 * x0) + 0.20913305449088818) * exp(((-2.665810272148384 * exp(x0)) / (((-3.0 * x0) + x1) + 12.800195782530425))))
kotanchek,25,Bingo,Bingo,26,1,kept,6.0,6.0,0.2497806421525048 + (-0.6964203985908678 + (2)*(((exp(x0))^(-1))*(plog(x0 + exp(x0)))))*(0.11848913269441189 + (0.13470217521610287 + (0.5185123293134022)*(x0))*(-0.0008622481242864235 + (2)*(((exp(x0))^(-1))*(plog(x0 + exp(x0)))))),(((0.5185123293134022*x0 + 0.13470217521610287)*(0.0008622481242864235*exp(x0) - 2*log(x0 + exp(x0))) - 0.11848913269441189*exp(x0))*(0.6964203985908678*exp(x0) - 2*log(x0 + exp(x0))) + 0.2497806421525048*exp(2*x0))*exp(-2*x0),saturated,356.042125,41,8,37,6,80,89,44,2,84,(0.2497806421525048 + ((2.0740493172536087 * (((exp(x0) ** -1.0) * log(abs((x0 + exp(x0))))) + -0.3482101992954339)) * (((((exp(x0) ** -1.0) * log(abs((x0 + exp(x0))))) + -0.00043112406214321176) * (x0 + 0.25978586737652176)) + 0.11425874178470499))),saturated,1040.189458,48,10,44,8,155,166,67,2,94,((((-0.08251824901972855 * (exp(x0) + (-2.8718285737275733 * log((x0 + exp(x0)))))) * (exp(x0) + (-0.0037732260605107 * ((x0 + 0.25978586737652176) * (exp(x0) + (-2319.517948102414 * log((x0 + exp(x0))))))))) + (0.2497806421525048 * exp((2.0 * x0)))) * exp((-2.0 * x0)))
kotanchek,28,Bingo,Bingo,29,1,kept,6.0,6.0,(1.550707023441505e-05 + (6.656270926980652e-05)*(x1))*((-52.61627831646421 + exp(x0))*((35.56866639996601)*((x1)*((6.784280947796324 - (x1))^(-1))) + (exp(x0))*((-52.61627831646421 + exp(x0))*((exp(x0) - (x0))^(-1))))),-(6.656270926980652e-5*x1 + 1.550707023441505e-5)*(35.56866639996601*x1*(x0 - exp(x0)) + (x1 - 6.784280947796324)*(exp(x0) - 52.61627831646421)*exp(x0))*(exp(x0) - 52.61627831646421)/((x0 - exp(x0))*(x1 - 6.784280947796324)),saturated,250.100375,35,6,35,6,143,152,54,1,83,((1.550707023441505e-05 + (6.656270926980652e-05 * x1)) * ((-52.61627831646421 + exp(x0)) * ((35.56866639996601 * (x1 * ((6.784280947796324 - x1) ** -1.0))) + (exp(x0) * ((-52.61627831646421 + exp(x0)) * ((exp(x0) - x0) ** -1.0)))))),saturated,859.808208,42,8,40,7,306,320,86,2,86,(((((-6.656270926980652e-05 * x1) - 1.550707023441505e-05) * ((((x1 - 6.784280947796324) * (exp(x0) - 52.61627831646421)) * exp(x0)) - ((-35.56866639996601 * x1) * (x0 - exp(x0))))) * (exp(x0) - 52.61627831646421)) / ((x0 - exp(x0)) * (x1 - 6.784280947796324)))
kotanchek,32,EPLEX,EPLEX,3,1,kept,3.0,3.0,(0.414/exp(((-0.896^2)*((x0-0.8)^2)))),0.414*exp(0.802816*(x0 - 0.8)**2),saturated,365.444792,14,4,10,3,34,41,26,2,31,(0.414 / exp((-0.8028160000000001 * ((x0 - 0.8) ** 2.0)))),saturated,266.342167,10,3,10,3,35,42,26,1,31,(0.414 * exp((0.802816 * ((x0 - 0.8) ** 2.0))))
kotanchek,33,EPLEX,EPLEX,4,1,kept,10.0,7.0,((0.002+((0.192*(-1.412+plog(((x0*0.268)-exp(-1.569)))))^2))*(((x1*(-0.008+plog(((x1*0.384)-exp(exp(-0.001))))))*0.4)+0.096)),(0.4*x1*(plog(0.384*x1 - 2.71556626264888) - 0.008) + 0.096)*(0.073497378816*(0.708215297450425*plog(0.268*x0 - 0.208253331596652) - 1)**2 + 0.002),saturated,321.391167,34,10,27,8,100,112,55,2,75,((0.002 + ((0.192 * (-2.72876829847128 + log(abs((x0 + -0.7770646701367595))))) ** 2.0)) * (((x1 * (-0.9651127263944101 + log(abs((x1 + -7.071787142314785))))) * 0.4) + 0.096)),saturated,300.124042,33,11,27,8,82,93,49,2,75,((0.029398951526400003 * (((-0.9651127263944101 + log(abs((x1 + -7.0717871423147916)))) * x1) + 0.24)) * (((0.708215297450425 * (-2.72876829847128 + log(abs((x0 + -0.7770646701367612))))) ** 2.0) + 0.02721185479290331))
kotanchek,29,Bingo,Bingo,30,1,kept,7.0,6.0,0.042494906292620545 + (-0.03269369442908581)*(((2)^(-1))*((x0)*(((exp(x0))^(-1))*((-9.993015936395594)*(x1 - (-3.303202526637662)) + (5)*(exp(x0))))) - (plog(x0 + (-9.993015936395594)*(x1 - (-3.303202526637662)) + (5)*(exp(x0)) - (-3.303202526637662)))),0.1633543047247512*x0*x1*exp(-x0) - 0.08173423607271453*x0 + 0.5395923521039366*x0*exp(-x0) + 0.03269369442908581*log(x0 - 9.993015936395594*x1 + 5*exp(x0) - 29.70575296319469) + 0.042494906292620545,saturated,577.657375,42,10,36,8,196,211,80,2,88,(-0.03269369442908581 * (((((-4.996507968197797 * x0) * ((x1 + 3.303202526637662) + (-0.5003494472363929 * exp(x0)))) * (exp(x0) ** -1.0)) - log(abs(((-9.993015936395594 * (2.97265141497506 + x1)) + ((5.0 * exp(x0)) + x0))))) + -1.2997890582477314)),saturated,6052.747666,41,10,32,9,312,332,113,2,83,(((x0 * ((exp((-1.0 * x0)) * (0.1633543047247512 * (x1 + 3.3032025266376612))) + -0.08173423607271453)) + (0.03269369442908581 * log((((x0 + (-9.993015936395594 * x1)) + (5.0 * exp(x0))) + -29.70575296319469)))) + 0.042494906292620545)
kotanchek,35,EPLEX,EPLEX,6,1,kept,9.0,7.0,exp(((((plog((-0.452-(x1*exp((((-0.248*(x1*((-1.017^2)^2)))^3)-x0)))))*x0)-(exp((plog((exp((exp(-0.67)-x0))-(x1*exp((-0.373-x0)))))-(-0.991^3)))-exp((-1.273-x0))))*x0)-(exp(((exp((-0.864^3))-x0)-x0))-(0.012^3)))),1.00000172800149*exp((x0*((x0*plog((-x1 - 0.452*exp(x0 + 0.0186726723867845*x1**3))*exp(-x0 - 0.0186726723867845*x1**3)) - 2.64651127063146*exp(plog((1.66813890656534 - 0.688665232843956*x1)*exp(-x0))))*exp(x0) + 0.279990389392548)*exp(x0) - 1.68991282952018)*exp(-2*x0)),saturated,291.124917,70,12,50,8,124,138,74,2,106,exp(((((log(abs((-0.452 - (x1 * exp((((-0.2652989264092079 * x1) ** 3.0) - x0)))))) * x0) - (exp((log(abs((exp((0.5117085777865424 - x0)) - (x1 * exp((-0.373 - x0)))))) - -0.9732422709999999)) - exp((-1.273 - x0)))) * x0) - (exp(((0.5246769474391045 - x0) - x0)) - 1.728e-06))),saturated,4205.509250,65,13,57,10,172,187,86,2,129,(1.00000172800149 * exp(((((x0 * ((((x0 * log(abs((((-0.452 * exp((x0 - (-0.0186726723867845 * (x1 ** 3.0))))) - x1) * exp(((-0.0186726723867845 * (x1 ** 3.0)) - x0)))))) - (1.8225603004135684 * abs((exp((-1.0 * x0)) * (2.422278382889299 - x1))))) * exp(x0)) + 0.279990389392548)) * exp(x0)) - 1.68991282952018) * exp((-2.0 * x0)))))
kotanchek,38,EPLEX,EPLEX,9,1,kept,11.0,7.0,((x1+x0)*(0.314*((x1+0.335)/exp((x1-((0.098-(0.184/exp(((exp((((0.146^3)-x0)-(exp((0.196-x1))-exp(0.107))))-0.178)-x0))))+(x0/exp(((x0-1.218)+(exp(((exp(0.336)-x1)*x1))-0.023)))))))))),0.346330314524071*(x0 + x1)*(x1 + 0.335)*exp((3.45907080661025*x0 - (x1 + 0.219847859107203*exp(x0 - 3.05276088841039*exp(-(x0*exp(x1) + 1.21652690533432)*exp(-x1))))*exp(x0 + exp(x1*(1.39933902481093 - x1))))*exp(-x0 - exp(x1*(1.39933902481093 - x1)))),saturated,515.115625,53,11,47,10,180,194,81,2,108,((x1 + x0) * (0.314 * ((x1 + 0.335) / exp((((x1 - (x0 / exp(((-1.2409999999999999 + x0) + exp(((1.3993390248109305 - x1) * x1)))))) + -0.098) + (0.184 / exp(((exp((((0.0031121359999999993 - x0) - exp((0.196 - x1))) + 1.1129342544793257)) + -0.178) - x0)))))))),saturated,352.003500,60,11,58,10,166,177,71,2,123,(((0.346330314524071 * (x0 + x1)) * (x1 + 0.335)) * exp((((3.45907080661025 * x0) - ((x1 + (0.219847859107203 * exp((x0 - (3.05276088841039 * exp(((-1.21652690533432 - (x0 * exp(x1))) * exp((-1.0 * x1))))))))) * exp((x0 + exp((x1 * (1.39933902481093 - x1))))))) * exp(((-1.0 * x0) - exp((x1 * (1.39933902481093 - x1))))))))
kotanchek,37,EPLEX,EPLEX,8,1,kept,15.0,9.0,(((((x1*(((((exp(0.056)^3)-(((x0-0.738)+(exp(exp(0.0))/(exp((0.276*x0))^3)))-0.007))*0.682)+0.84)*exp(0.014)))*exp(plog((exp(0.008)-(x1-(x1*0.787))))))/exp((0.369*((x0-0.953)+(exp(exp(0.0))/exp(exp((0.936*x0))))))))-plog(-0.877))^2),2.02043735428491*(x1*((0.691615148996052*x0 - 2.18523287173646)*exp(0.828*x0) + 0.691615148996052*E)*exp(-(0.369*x0*exp(exp(0.936*x0)) + 0.369*E)*exp(-exp(0.936*x0)) + plog(1.00803208550427 - 0.213*x1)) + 0.703521388433011*plog(-0.877)*exp(0.828*x0))**2*exp(-1.656*x0),saturated,680.094000,65,15,46,12,326,347,113,2,123,((((x1 * (0.6916151489960518 * (((1.9279366106478109 - x0) - (2.718281828459045 / (exp((0.276 * x0)) ** 3.0))) + 1.2316715542521992))) * (abs(((1.0080320855042735 - x1) - (-0.787 * x1))) / exp((0.369 * ((x0 - 0.953) + (2.718281828459045 / exp(exp((0.936 * x0))))))))) - -0.13124828660995402) ** 2.0),saturated,1347.629750,69,17,59,13,300,321,119,2,140,((2.02043735428491 * ((((x1 * (0.691615148996052 * (E + (exp((0.828 * x0)) * (x0 + -3.1596081649000056))))) * exp((((-0.369 * (E + (exp(exp((0.936 * x0))) * x0))) * exp((-1.0 * exp((0.936 * x0))))) + log((0.213 * abs((x1 + -4.7325450023674644))))))) + (-0.09233597682528863 * exp((0.828 * x0)))) ** 2.0)) * exp((-1.656 * x0)))
kotanchek,40,EPLEX,EPLEX,11,1,kept,11.0,5.0,(((((exp((-0.768-x0))*(1.168*(x0/(-0.199))))^3)^2)+(x1*exp((-1.208-x0))))/((1.584*(exp((-1.119-x0))*x1))+((exp(x0)*(0.647*exp((x0*(exp((0.044-x0))*(0.734*(x1/(-0.158))))))))+1.494))),(407.670818757734*x0**6 + 0.298794270781101*x1*exp(5*x0))*exp(x0*(4.85453828157037*x1*exp(-x0) - 5))/(0.517344280377334*x1*exp(4.85453828157037*x0*x1*exp(-x0)) + 0.647*exp(2*x0) + 1.494*exp(x0*(4.85453828157037*x1*exp(-x0) + 1))),saturated,613.120667,51,11,47,9,360,382,137,2,112,(((((exp((-0.768 - x0)) * (x0 * -5.869346733668341)) ** 3.0) ** 2.0) + (x1 * exp((-1.208 - x0)))) / ((1.584 * (exp((-1.119 - x0)) * x1)) + ((exp(x0) * (0.647 * exp((x0 * (exp((0.044 - x0)) * (x1 * -4.6455696202531644)))))) + 1.494))),saturated,852.390750,67,15,65,14,252,267,94,2,154,(((788.0068152302607 * ((x0 ** 6.0) + (0.0007329302393818505 * (exp((5.0 * x0)) * x1)))) * exp((x0 * (((4.85453828157037 * x1) * exp((-1.0 * x0))) + -5.0)))) / ((exp((((4.85453828157037 * x0) * x1) * exp((-1.0 * x0)))) * x1) + (2.8878254900398725 * (exp((x0 * (((4.85453828157037 * x1) * exp((-1.0 * x0))) + 1.0))) + (0.4330655957161981 * exp((2.0 * x0)))))))
kotanchek,41,EPLEX,EPLEX,12,1,kept,13.0,10.0,(((1.094^2)*(x1+(0.398/exp(((x1+0.021)+x1)))))/(exp((((0.301^2)*(((((0.479^2)*(x1-0.212))*(x1-0.272))^2)+exp(x0)))/0.438))-(-0.946/exp((plog((-0.231-(0.284/exp(((1.129-x0)^2)))))-((1.129-x0)^2)))))),(1.196836*x1*exp(2*x1) + 0.466441874454423)*exp(-2*x1)/(exp(0.0108893243606189*(x1 - 0.272)**2*(x1 - 0.212)**2 + 0.206851598173516*exp(x0)) + 0.946*exp(1.274641*(0.885739592559787*x0 - 1)**2 - plog((-0.231*exp(x0*(1.0*x0 - 2.258)) - 0.0793868897531823)*exp(x0*(2.258 - 1.0*x0))))),saturated,365.590958,60,13,52,12,138,155,82,2,135,((1.1968360000000002 * (x1 + (0.398 / exp(((x1 + 0.021) + x1))))) / (exp((((((0.22944099999999998 * (x1 - 0.212)) * (x1 - 0.272)) ** 2.0) + exp(x0)) * 0.20685159817351595)) - (-0.946 / exp((log(abs((-0.231 - (0.284 / exp(((1.129 - x0) ** 2.0)))))) - ((1.129 - x0) ** 2.0)))))),saturated,520.941625,72,18,68,16,328,355,148,2,174,(((((1.196836 * x1) * exp((2.0 * x1))) + 0.466441874454423) * exp((-2.0 * x1))) / (exp((((0.0108893243606189 * ((x1 + -0.272) ** 2.0)) * ((x1 + -0.212) ** 2.0)) + (0.206851598173516 * exp(x0)))) + (0.946 * exp(((1.274641 * ((0.885739592559787 * (x0 + -1.1290000000000007)) ** 2.0)) - log(abs(((-0.231 * (exp((x0 * (x0 + -2.258))) + 0.34366618940771554)) * exp((x0 * (2.258 - x0)))))))))))
kotanchek,42,EPLEX,EPLEX,13,1,kept,9.0,7.0,((((x0^3)+(0.063*(1.448^3)))/(4.117+((x0^3)^3)))+(0.468*(0.455*(x1*(((0.221+(x0^3))/(0.956+((x0^2)^3)))+((0.269*0.303)/(0.657+((x0^3)^3)))))))),0.21294*x1*((x0**3 + 0.221)/(x0**6 + 0.956) + 0.081507/(x0**9 + 0.657)) + (x0**3 + 0.191269725696)/(x0**9 + 4.117),saturated,499.729000,49,10,41,7,83,94,50,2,122,((((x0 ** 3.0) + 0.19126972569599998) / (4.117 + ((x0 ** 3.0) ** 3.0))) + (0.21294000000000002 * (x1 * (((0.221 + (x0 ** 3.0)) / (0.956 + ((x0 ** 2.0) ** 3.0))) + (0.081507 / (0.657 + ((x0 ** 3.0) ** 3.0))))))),saturated,528.807167,35,7,35,7,84,96,52,1,101,(((0.21294 * x1) * ((((x0 ** 3.0) + 0.221) / ((x0 ** 6.0) + 0.956)) + (0.081507 / ((x0 ** 9.0) + 0.657)))) + (((x0 ** 3.0) + 0.191269725696) / ((x0 ** 9.0) + 4.117)))
