dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,source_orig_parsed_expr,source_orig_parsed_n_params,source_before_nodes,n_rank,before_params,after_params,rank_gap,simpl_parsed_n_params,parsed_rank_gap,runtime_ms,peak_rss_mb,passes,egraph_total_size,egraph_nodes,eclass_count,extracted_cost,rendered
kotanchek,41,EPLEX,12,sympy,EPLEX,(1.196836 * x1 * exp(2.0 * x1) + 0.466441874454423) * exp(-2.0 * x1) / (exp(0.0108893243606189 * (x1 - 0.272) ** 2.0 * (x1 - 0.212) ** 2.0 + 0.206851598173516 * exp(x0)) + 0.946 * exp(1.274641 * (0.885739592559787 * x0 - 1.0) ** 2.0 - log(abs((-0.231 * exp(x0 * (1.0 * x0 - 2.258)) - 0.0793868897531823) * exp(x0 * (2.258 - 1.0 * x0)))))),13.0,72.0,10.0,13.0,12.0,2.0,12.0,2.0,1112.2455839940812,145.375,2.0,393.0,na,na,65.0,(1.196836 * x1 * exp(2.0 * x1) + 0.466441874454423) * exp(-2.0 * x1) / (exp(0.0108893243606189 * (x1 + -0.272) ** 2.0 * (x1 + -0.212) ** 2.0 + 0.206851598173516 * exp(x0)) + 4.095238095238094 * exp(1.274641 * (0.885739592559787 * x0 + -1.0) ** 2.0 - log(abs(exp(x0 * (x0 + -2.258)) + 0.34366618940771554)) + x0 * (x0 + -2.258)))
pagie,194,SRjl,15,original,PySR,1.788009330096379 - (-2.2503876132785843 - ((exp((-1.670436101265653 - x0 * (x0 / -1.2316560639370748)) / -1.0062684513593303) + x1 * (x1 * 0.06168833043012687)) * (0.9098927050263376 + -0.019280815069499645) + -0.044581091965639544 - log(x1 * (x1 * 0.9098927050263376 + x1) / 0.5764705642189857 - -0.14932904212121909)) + 0.06168833043012687) * -0.23286325831953894,14.0,41.0,6.0,14.0,9.0,3.0,9.0,3.0,1352.53625002224,160.34375,2.0,305.0,na,na,33.0,(-6.085078829626542 - log(x1 * (x1 * 0.9098927050263376 + x1) + 0.08608379716589984) + 0.05494036055265721 * (x1 * x1 + exp((-1.670436101265653 - x0 * (x0 / -1.2316560639370748)) / -1.0062684513593303) / 0.06168833043012687)) * -0.23286325831953894
pagie,192,SRjl,13,original,PySR,(exp(-0.7138528763883562 / (x0 * x0) + 0.6575814106270943) - 0.5583647924168882 + 2.5240588769642627 - (exp(x1 * x1 * (-0.7420809685476653 * 1.0343924978284673) + 2.722416367428707) / 0.4579119827966314 - (1.7325139467565818 - exp(x0 * (0.06237773186828809 * x0 - x0))) * 1.1857194316753739) * 0.06237773186828809) / 1.8907855438451246 + -0.0595161601319482,14.0,44.0,7.0,14.0,8.0,1.0,8.0,1.0,1519.4566670106724,149.296875,2.0,5104.0,na,na,32.0,0.03911733354468873 * (1.7325139467565818 - exp(x0 * (0.06237773186828809 * x0 - x0)) + exp(x1 * x1 * -0.7676029866469878) * -28.02634476709805 + (25.055427689234072 + exp(-0.7138528763883562 / (x0 * x0)) / 0.0383201798199126))
kotanchek,125,Operon,6,sympy,Operon,(0.0033264128585570115 * x0 - 0.9966979622840881 * (0.0036516967229545 * x1 - exp(1.9130901098251343 * x0)) * (2.2468583583831787 * x1 + (2.735499620437622 * x1 - 5.64146614074707 * exp(0.1865983307361603 * x1)) * exp(0.6834985017776489 * x1) + 5.50545674888205) - 0.001501522376202 * exp(exp(0.7873576283454895 * x0))) / (2.215360164642334 * x0 - exp(exp(0.7873576283454895 * x0))),14.0,54.0,11.0,14.0,13.0,2.0,13.0,2.0,2083.1232920172624,157.796875,2.0,13192.0,na,na,52.0,(0.0033264128585570115 * x0 - 2.2394391473414856 * (0.0036516967229545 * x1 - exp(1.9130901098251343 * x0)) * (x1 + exp(0.6834985017776489 * x1) * (-2.5108241112299683 * (exp(0.1865983307361603 * x1) + x1 / -2.062316550365507)) + 2.4502909710978544) - 0.001501522376202 * exp(exp(0.7873576283454895 * x0))) / (2.215360164642334 * x0 - exp(exp(0.7873576283454895 * x0)))
kotanchek,147,Operon,28,sympy,Operon,(0.9966097474098206 * (6.23191444902e-05 * x0 + exp(0.557811975479126 * x0 - exp(0.7266396284103394 * x0))) * (0.0229831431061029 * x1 - 0.0988849624991417) * (0.6963179111480713 * x1 - exp(0.258116751909256 * x1)) * (4.507496356964111 * x0 * exp(2.2596077919006348 * x0) + 1.0) * exp(1.8929998874664307 * x1) + 0.0014168095076457 * exp(2.2596077919006348 * x0)) * exp(-2.2596077919006348 * x0),14.0,60.0,11.0,14.0,13.0,2.0,13.0,2.0,696.2021660001483,127.5625,2.0,2334.0,na,na,54.0,(exp(1.8929998874664307 * x1) * (0.6963179111480713 * x1 - exp(0.258116751909256 * x1)) * (0.10324521574424408 * ((exp(2.2596077919006348 * x0) * x0 + 0.22185264741367866) * (x1 + -4.302499533794574)) * (6.23191444902e-05 * x0 + exp(0.557811975479126 * x0 - exp(0.7266396284103394 * x0)))) + 0.0014168095076457 * exp(2.2596077919006348 * x0)) * exp(-2.2596077919006348 * x0)
pagie,40,EPLEX,11,original,EPLEX,-1.0 * 0.54 ** 2.0 + 0.847 * (-1.353 / exp(x0 ** 2.0) + exp((-0.71 / exp(0.735 * ((((-1.448 / exp(x0 ** 2.0) / exp(x0 ** 2.0)) ** 2.0) ** 2.0) ** 2.0 + exp(-1.433 / ((-0.54 / exp(x0 ** 2.0)) ** 2.0 / (x0 ** 2.0) ** 2.0))) * 0.015 + log(abs(x1)) * 0.863)) ** 3.0) ** 2.0 * exp(0.121 + 0.562 * 0.116) + -1.0 * 0.904 ** 2.0),14.0,78.0,8.0,14.0,9.0,1.0,9.0,1.0,308.6851249972824,120.984375,2.0,181.0,na,na,62.0,1.020341541310052 * (exp((-0.71 / exp(0.011025 * ((((-1.448 / exp(x0 ** 2.0) / exp(x0 ** 2.0)) ** 2.0) ** 2.0) ** 2.0 + exp(-1.433 / ((-0.54 / exp(x0 ** 2.0)) ** 2.0 / (x0 ** 2.0) ** 2.0)) + log(abs(x1)) * 78.2766439909297))) ** 3.0) ** 2.0 + -1.1231445095615946 / exp(x0 ** 2.0) + -0.9641692631046739)
pagie,38,EPLEX,9,original,EPLEX,log(abs(log(abs((-0.382 / ((-0.255 * (-0.162 - x0)) ** 3.0 - x0) / (-0.821 / (exp(log(abs(0.711 ** 2.0))) / (-0.133 / (0.697 / (-0.352 / (0.82 ** 2.0 / (exp(log(abs(exp(log(abs(-0.666 / ((log(abs(exp(log(abs(0.746))))) ** 3.0) ** 3.0 - x0)))) / ((-0.29 * (0.717 - x0)) ** 3.0 - x0)))) / (0.012 - x1))))) - x1)))) ** 2.0)))),14.0,83.0,8.0,14.0,14.0,6.0,14.0,6.0,92.95345799182542,111.328125,2.0,67.0,na,na,53.0,log(abs(log(abs((-0.382 / ((-0.255 * (-0.162 - x0)) ** 3.0 - x0) / (-0.821 / (0.505521 / (-0.133 / (0.697 / (-0.352 / (0.6723999999999999 / (abs(abs(-0.666 / (-1.5929585714187376e-05 - x0)) / ((-0.29 * (0.717 - x0)) ** 3.0 - x0)) / (0.012 - x1))))) - x1)))) ** 2.0))))
pagie,59,EPLEX,30,original,EPLEX,exp(log(abs(log(abs(log(abs((exp(log(abs(log(abs(x0 / (-1.206 / x1))) - 0.02 * -0.823))) + (-1.0 * 1.052 ** 2.0) ** 2.0) / (exp(log(abs(log(abs(log(abs(log(abs(log(abs(-0.892 / (-0.928 / (exp(log(abs(log(abs(log(abs(-0.621 / (-0.463 / (x1 / -0.848))))))))) / (x1 / (log(abs(log(abs(-0.985 / (x0 / -0.606))))) / (x0 / 0.057)))))))))))))))) / (x1 / (-1.265 / (x0 / 0.06))))))))))),14.0,89.0,6.0,14.0,9.0,3.0,9.0,3.0,123.5566670075059,99.421875,2.0,66.0,na,na,59.0,abs(log(abs(log(abs((abs(log(abs(x0 / (-1.206 / x1))) + 0.01646) + 1.2247937436160004) / (abs(log(abs(log(abs(log(abs(log(abs(-0.892 / (-16.280701754385962 / (abs(log(abs(log(abs(-0.621 / (0.39262400000000003 / x1)))))) / (x1 / (log(abs(log(abs(0.5969099999999999 / x0)))) / x0))))))))))))) / (x1 / (-0.0759 / x0))))))))
pagie,54,EPLEX,25,sympy,EPLEX,0.711020095242334 - 1.0 * exp(3.0 * log(abs(-0.598)) * exp(4.0 * log(abs(log(abs(-0.160103007 * log(abs(-0.070444997 * x0)))) + 0.979101465343806 * exp(-0.05737771564866 * x1 ** 2.0 * exp(2.0 * log(abs(-0.599076 * exp(log(abs(exp(log(abs(-0.137641 * x0))))))))) - 0.38920068 * x1 ** 2.0 * exp(log(abs(-0.599076 * exp(log(abs(exp(log(abs(-0.137641 * x0))))))))) - 0.66 * x1 ** 2.0 + 0.66 * log(abs(-0.397065375 * x0))))))),14.0,100.0,7.0,14.0,10.0,3.0,10.0,3.0,2862.38079200848,180.71875,2.0,360.0,na,na,54.0,0.711020095242334 - exp(-1.542493575094516 * exp(4.0 * log(abs(-1.8319378771446049 + log(abs(log(abs(-0.070444997 * x0)))) + 0.979101465343806 * exp(-0.05737771564866 * (x1 ** 2.0 * (exp(2.0 * log(0.08245741971600001 * abs(x0))) + abs(x0) * 0.559319649827539) + -11.502723531925998 * (log(abs(-0.397065375 * x0)) - x1 ** 2.0)))))))
pagie,207,SRjl,28,original,PySR,(exp((x0 * x0 + -2.070416508854408) / -0.9127225021280265) / 0.7930212050599668 - (log(x1 * x1 + 0.02967420957975699) / 0.46744204530835465 * 1.2241357889443603 + (log(x0 * (x0 + 0.3151710038411712) / 1.6798225411910184 - -0.9127225021280265 + 5.0619692568130095) - log(0.6164048461557962)) / 0.4484206592623279 + 1.8030230409940051)) * -0.07504166558781589 + 0.8440482123056166,15.0,44.0,8.0,15.0,9.0,1.0,9.0,1.0,1115.3760839952156,154.9375,2.0,495.0,na,na,32.0,0.1965188827792381 * ((5.817389357009367 + log(10.036421893337366 + x0 * (x0 + 0.3151710038411712))) / 1.1743226417361152 + log(x1 * x1 + 0.02967420957975699) + exp((x0 * x0 + -2.070416508854408) / -0.9127225021280265) / -2.0767614900052704)
kotanchek,30,EPLEX,1,original,EPLEX,(x0 + 1.113 + 0.391) * ((-0.51 - log(abs(x0 * (x0 / (-0.192 - 0.598)) / exp(x0) + 0.703)) + 0.439) / exp(-0.101) + 0.23) * (-1.0 * 0.611 ** 2.0) / exp(x0) * (log(abs(x0 * (x1 / (0.001 - 1.26)) / exp(x0) + 0.678)) * (x0 / -0.375) / exp(x0) + 0.357) / exp(x0),15.0,56.0,7.0,15.0,9.0,2.0,9.0,2.0,333.2533329958096,118.9375,2.0,1356.0,na,na,48.0,(1.504 + x0) * 1.101323472479368 / exp(x0) * (0.6469045975637487 + (-0.51 - log(abs(x0 * x0 / -0.79 / exp(x0) + 0.703)))) * (log(abs(x0 * x1 / -1.2590000000000001 / exp(x0) + 0.678)) * x0 / exp(x0) + -0.133875) / exp(x0)
kotanchek,140,Operon,21,sympy,Operon,(-0.0023628981673482624 * x1 + 3.54178737325e-05 * exp(1.6172654628753662 * x0 * (0.6182689070701599 * x0 - 1.236541986465454) - 0.3036648035049438 * x1 * exp(x1 * (1.0879286389089486 - 0.29414598863525043 * x1))) + 0.05424135756401594) * exp(-1.6172654628753662 * x0 * (0.6182689070701599 * x0 - 1.236541986465454) + 0.3036648035049438 * x1 * exp(x1 * (1.0879286389089486 - 0.29414598863525043 * x1))),15.0,59.0,8.0,15.0,13.0,5.0,13.0,5.0,549.895165982889,120.625,2.0,335.0,na,na,51.0,3.54178737325e-05 * (exp(0.999904950174269 * ((x0 - 2.0000067483987736) * x0) - 0.3036648035049438 * x1 * exp(x1 * (0.29414598863525043 * (3.6986009700714013 - x1)))) + -66.71485095899558 * x1 + 1531.4684888676197) * exp(-0.999904950174269 * ((x0 - 2.0000067483987736) * x0 - 0.30369366953530874 * (exp(x1 * (0.29414598863525043 * (3.6986009700714013 - x1))) * x1)))
kotanchek,127,Operon,8,sympy,Operon,(-1.038265585899353 * (0.000710901323037583 * x0 ** 2.0 + 3.25083929056e-05 * x1) * (5.336468696594238 * x1 - 22.95830535888672) * (2.6853957176208496 * x1 * exp(3.0556442737579346 * x1) + 1.0) * (43.75576023664235 * x0 * x1 + 68.11995697021484 * x0 + 50.261714935302734) - 0.014807790517807 * exp(2.7948594093322754 * x0 + 3.0556442737579346 * x1)) * exp(-2.7948594093322754 * x0 - 3.0556442737579346 * x1),15.0,64.0,9.0,15.0,12.0,3.0,12.0,3.0,690.4458749922924,132.25,2.0,5114.0,na,na,50.0,(-0.46282336316287104 * (exp(3.0556442737579346 * x1) * x1 + 0.37238459622105863) * ((x1 - 4.302153102395002) * (x0 ** 2.0 + 0.0457284180689046 * x1)) * (x0 * (x1 + 1.556822612652704) + 1.1486879593332286) - 0.014807790517807 * exp(2.7948594093322754 * (x0 - -1.0933087594871056 * x1))) * exp(-2.7948594093322754 * (x0 - -1.0933087594871056 * x1))
kotanchek,132,Operon,13,sympy,Operon,(31.249866299263655 * x1 * exp(x0 * (6.930891990661621 - 4.3688435554504395 * exp(0.1313982456922531 * x0)) * exp(-0.1313982456922531 * x0) + 1.0667701959609985 * x1) + (1.0904575881255614 * x1 + 0.0036648171953857 * exp(2.5961806774139404 * x1) - 0.007059862144446493) * exp(exp(0.5352578163146973 * x0))) * exp(-1.0 * exp(0.5352578163146973 * x0)) / (297.547607421875 * x1 + exp(2.5961806774139404 * x1) - 1.9263886213302612),15.0,64.0,10.0,15.0,12.0,2.0,12.0,2.0,688.0714169819839,134.328125,2.0,2876.0,na,na,51.0,exp(-1.0 * exp(0.5352578163146973 * x0)) * (exp(x0 * (6.930891990661621 + -4.3688435554504395 * exp(0.1313982456922531 * x0)) * exp(-0.1313982456922531 * x0) + 1.0667701959609985 * x1) * (31.249866299263655 * x1 / (297.547607421875 * x1 + exp(2.5961806774139404 * x1) + -1.9263886213302612)) + exp(exp(0.5352578163146973 * x0)) * 0.0036648171953857)
kotanchek,122,Operon,3,sympy,Operon,((-1.351215409826481e-06 * x1 + 1.4371197494e-06 * exp(0.3769945502281189 * x1)) * exp(1.0000002160854038 * x0 ** 2.0) - (0.00828961069748217 * x1 + 1.0000287294387817 * (0.9402246475219727 * x1 - exp(0.3769945502281189 * x1)) * (exp(0.0002179348812206 * x1) - 1.004889965057373) + 0.04449209985590222) * exp(2.000000476837158 * x0)) * exp(-1.0000002160854038 * x0 ** 2.0) / (0.9402246475219727 * x1 - exp(0.3769945502281189 * x1)),15.0,66.0,10.0,15.0,15.0,5.0,15.0,5.0,945.780250011012,137.9375,2.0,6509.0,na,na,62.0,(1.4371197494e-06 * (exp(0.3769945502281189 * x1) + -0.9402246475219729 * x1) * exp(1.0000002160854038 * x0 ** 2.0) - (0.00828961069748217 * x1 + 1.0000287294387817 * (0.9402246475219727 * x1 - exp(0.3769945502281189 * x1)) * (exp(0.0002179348812206 * x1) - 1.004889965057373) + 0.04449209985590222) * exp(2.000000476837158 * x0)) * (exp(-1.0000002160854038 * x0 ** 2.0) / (0.9402246475219727 * x1 - exp(0.3769945502281189 * x1)))
kotanchek,37,EPLEX,8,sympy,EPLEX,2.02043735428491 * (x1 * ((0.691615148996052 * x0 - 2.18523287173646) * exp(0.828 * x0) + 0.691615148996052 * E) * exp(-1.0 * (0.369 * x0 * exp(exp(0.936 * x0)) + 0.369 * E) * exp(-1.0 * exp(0.936 * x0)) + log(abs(1.00803208550427 - 0.213 * x1))) + 0.703521388433011 * log(abs(-0.877)) * exp(0.828 * x0)) ** 2.0 * exp(-1.656 * x0),15.0,67.0,9.0,15.0,11.0,2.0,11.0,2.0,1432.120167009998,156.09375,2.0,342.0,na,na,57.0,2.02043735428491 * (0.1473140267361591 * exp(-0.369 * (E + exp(exp(0.936 * x0)) * x0) * exp(-1.0 * exp(0.936 * x0)) + log(abs(4.7325450023674644 - x1))) * (E + exp(0.828 * x0) * (x0 + -3.1596081649000056)) * x1 + -0.09233597682528863 * exp(0.828 * x0)) ** 2.0 * exp(-1.656 * x0)
kotanchek,138,Operon,19,sympy,Operon,(0.9867714047431946 * (0.6002479791641235 * x1 - exp(0.2208170741796494 * x1)) * (0.6941707730293274 * x1 - exp(0.2583339512348175 * x1)) * ((1.2858601808547974 * x0 - 0.7564386129379272) * exp(0.8911798000335693 * x0) + 1.0) * exp(((2.1546506881713867 * x1 - exp(0.6885151863098145 * x0)) * exp(1.0648982524871826 * x0) - 1.0) * exp(-1.0648982524871826 * x0)) + 0.0034536698367447 * exp(0.8911798000335693 * x0)) * exp(-0.8911798000335693 * x0),15.0,70.0,12.0,15.0,15.0,3.0,15.0,3.0,255.04366698442027,117.46875,2.0,835.0,na,na,64.0,(1.2688500569654266 * (exp(0.8911798000335693 * x0) * (x0 + -0.5882743895491591) + 0.7776895302374424) * (0.6002479791641235 * x1 - exp(0.2208170741796494 * x1)) * (0.6941707730293274 * x1 - exp(0.2583339512348175 * x1)) * exp(((2.1546506881713867 * x1 - exp(0.6885151863098145 * x0)) * exp(1.0648982524871826 * x0) + -1.0) * exp(-1.0648982524871826 * x0)) + 0.0034536698367447 * exp(0.8911798000335693 * x0)) * exp(-0.8911798000335693 * x0)
kotanchek,141,Operon,22,sympy,Operon,-0.9607962977390443 * exp(-0.9999709140625515 * x0 ** 2.0 + 1.9999104025243786 * x0 + 0.08768411202453105 * exp(exp(-0.16756994558621316 * x1 ** 2.0 + 0.836996054603478 * x1))) + 0.9996626973152161 * exp(-0.9999709140625515 * x0 ** 2.0 + 1.9999104025243786 * x0 - 0.004497913058093474 * x1 ** 2.0 + 0.0226408985825998 * x1 + 0.08768411202453105 * exp(exp(-0.16756994558621316 * x1 ** 2.0 + 0.836996054603478 * x1))) + 5.4139832173e-06,15.0,75.0,10.0,15.0,15.0,5.0,15.0,5.0,840.4732499911916,129.78125,2.0,5711.0,na,na,65.0,-0.9607962977390443 * exp(-0.9999709140625515 * x0 ** 2.0 + 1.9999104025243786 * x0 + 0.08768411202453105 * exp(exp(-0.16756994558621316 * x1 ** 2.0 + 0.836996054603478 * x1))) + 0.9996626973152161 * exp(-0.9999709140625515 * x0 ** 2.0 + 1.9999104025243786 * x0 + -0.004497913058093474 * x1 ** 2.0 + 0.0226408985825998 * x1 + 0.08768411202453105 * exp(exp(-0.16756994558621316 * x1 ** 2.0 + 0.836996054603478 * x1))) + 5.4139832173e-06
pagie,208,SRjl,29,original,PySR,(3.236280732539138 - (exp((x0 * 0.8711862948146658 * x0 - 1.4463777302232852) / -1.1229045766931818 - 0.38774714433390006) - 0.03493443331994396)) / 2.2742077730412187 - -0.5247126490556616 * 1.0567046218417722 - exp((x1 * -0.21525155901116402 - x1) / (1.4463777302232852 + 0.1702692227032015) * x1) / 0.9535730587566704 - -0.035812070963743975 / 0.7979280008756646 * -0.08613054453877614,16.0,35.0,5.0,16.0,8.0,3.0,8.0,3.0,123.4450839983765,112.703125,2.0,57.0,na,na,27.0,(-6.678889164790284 + exp((x0 * x0 - 1.6602393068304457) * -0.7758328827728213)) * -0.2983825459583729 - exp((x1 * -0.21525155901116402 - x1) * (x1 / 1.6166469529264866)) / 0.9535730587566704 - 0.0038656535048068826
pagie,58,EPLEX,29,original,EPLEX,exp(0.825) - log(abs(0.235 + ((0.529 * log(abs(0.42 - 0.575 - exp(log(abs(log(abs(0.314 + 0.583 - exp(log(abs(-0.003 + -0.575 / exp(0.732) / x1)) - exp(0.592)))))) - x0 ** 2.0)))) ** 2.0 * (exp(exp(exp(-0.032) + (0.732 / -0.577 - 0.658 / x1 / x1))) / log(abs(-0.035)))) ** 2.0)) ** 2.0,16.0,55.0,9.0,16.0,11.0,2.0,11.0,2.0,112.86037502577528,100.875,2.0,104.0,na,na,49.0,2.2818807653293036 - log(abs(0.235 + ((0.529 * log(abs(-0.15499999999999997 - exp(log(abs(log(abs(0.897 - 0.16404737800373753 * abs(-0.003 + -0.27654402778932236 / x1))))) - x0 ** 2.0)))) ** 2.0 * (exp(0.7407261670392421 / exp(0.658 / x1 / x1)) / -3.3524072174927233)) ** 2.0)) ** 2.0
kotanchek,137,Operon,18,sympy,Operon,(-1.0000067949295044 * (0.0016091535799205 * x1 - 0.0074326260946691) * (4.317282676696777 * x1 + exp(1.1061540842056274 * x1) + 0.969309637568713 * exp(3.6427340507507324 * x1 - exp(0.645723819732666 * x1)) + 5.32090425491333) - 2.6597272154e-06 * exp(1.3812974691390991 * x0 * (0.7240105271339417 * x0 - 1.4479488134384155))) * exp(-1.3812974691390991 * x0 * (0.7240105271339417 * x0 - 1.4479488134384155)),16.0,58.0,11.0,16.0,13.0,2.0,13.0,2.0,1451.5693749999627,141.046875,2.0,8511.0,na,na,48.0,(-0.0016091645140056373 * (x1 - 4.618966261154704) * (4.317282676696777 * x1 + exp(1.1061540842056274 * x1) + 0.969309637568713 * exp(3.6427340507507324 * x1 - exp(0.645723819732666 * x1)) + 5.32090425491333) - 2.6597272154e-06 * exp(1.0000739087601787 * ((x0 - 1.9999002212996078) * x0))) * exp(-1.0000739087601787 * ((x0 - 1.9999002212996078) * x0))
pagie,46,EPLEX,17,original,EPLEX,exp(0.168 * ((-0.084 + ((x0 * -0.358) ** 2.0 - 0.794)) / (0.458 * (x0 * (-0.52 + (-0.467 + -0.961 / (-0.144 + ((-0.799 / (-0.608 * x0) ** 2.0) ** 3.0 - 0.955)) ** 2.0)))) ** 2.0)) + exp(0.548 ** 3.0 * ((-0.49 / (x1 * -0.786) ** 2.0 - 0.617) / x1 ** 2.0)) ** 3.0,16.0,67.0,6.0,16.0,10.0,4.0,10.0,4.0,97.960500017507,106.703125,2.0,72.0,na,na,47.0,exp((-0.878 + (x0 * -0.358) ** 2.0) * 0.800900059114052 / (x0 * (-0.9870000000000001 + -0.961 / (-1.099 + (-2.1614222645429364 / x0 ** 2.0) ** 3.0) ** 2.0)) ** 2.0) + exp((-0.793142072787781 / x1 ** 2.0 + -0.617) * (0.16456659200000004 / x1 ** 2.0)) ** 3.0
kotanchek,199,SRjl,20,sympy,PySR,(0.07960520452659406 * (x0 + 1.306703785320237 * exp(x0)) * ((4.163159714245772 * x1 - 0.2697526145950635 * exp(x1) + 1.9459994320156533) * exp(1.899130564103378 * (x1 - 0.9074669493168073) ** 2.0) - 1.921832609458232) + (0.00803395943054373 * exp(x0 ** 2.0) + 0.02836243217522235) * exp(1.899130564103378 * (x1 - 0.9074669493168073) ** 2.0)) * exp(-1.899130564103378 * (x1 - 0.9074669493168073) ** 2.0) / (0.7398014287720319 * exp(x0 ** 2.0) + 2.611734354409015),16.0,68.0,9.0,16.0,13.0,4.0,13.0,4.0,507.2777080058586,129.375,2.0,2147.0,na,na,55.0,exp(-1.899130564103378 * (x1 - 0.9074669493168073) ** 2.0) * (0.010859615997064228 * (41.25103983839537 * (exp(1.899130564103378 * (x1 - 0.9074669493168073) ** 2.0) * (x1 - 0.06479516355618219 * exp(x1) + 0.46743328759564645) - 0.46162836436036303) * ((x0 + 1.306703785320237 * exp(x0)) / (exp(x0 ** 2.0) + 3.5303180729782215)) + exp(1.899130564103378 * (x1 - 0.9074669493168073) ** 2.0)))
kotanchek,149,Operon,30,sympy,Operon,((0.0002122125961842825 * x1 - 0.0002253897109767 * exp(0.3773067891597748 * x1)) * exp(0.5447754859924316 * x0 + exp(0.6602987051010132 * x0) + exp(1.1763114929199219 * x0)) + ((1.3680722417486635 - 0.9994593262672424 * exp(0.6509695649147034 * x0)) * exp(exp(1.1763114929199219 * x0)) - 1.137056359314377) * exp(exp(0.0994609072804451 * x1))) * exp(-0.5447754859924316 * x0 - exp(0.6602987051010132 * x0) - exp(1.1763114929199219 * x0)) / (0.9415363073348999 * x1 - exp(0.3773067891597748 * x1)),17.0,43.0,11.0,17.0,17.0,6.0,17.0,6.0,1094.435583014274,141.375,2.0,9163.0,na,na,72.0,((0.0002122125961842825 * x1 + -0.0002253897109767 * exp(0.3773067891597748 * x1)) * exp(0.5447754859924316 * x0 + exp(0.6602987051010132 * x0) + exp(1.1763114929199219 * x0)) + ((1.3680722417486635 + -0.9994593262672424 * exp(0.6509695649147034 * x0)) * exp(exp(1.1763114929199219 * x0)) + -1.137056359314377) * exp(exp(0.0994609072804451 * x1))) * (exp(-0.5447754859924316 * x0 - exp(0.6602987051010132 * x0) - exp(1.1763114929199219 * x0)) / (0.9415363073348999 * x1 - exp(0.3773067891597748 * x1)))
kotanchek,43,EPLEX,14,original,EPLEX,log(abs(exp(exp((-0.425 * x0) ** 3.0) ** 3.0))) / exp(-1.0 * 1.445 ** 2.0 / (0.951 - -1.0 * 0.668 ** 3.0) - (-0.003 + log(abs(x1 + 0.327 + 0.383))) - (-0.39 + -1.0 * 0.795 ** 3.0 / (-1.0 * 0.668 ** 2.0 / (1.455 - (-0.004 + -1.0 * 0.448 ** 3.0)) - (-0.264 + log(abs(x1 - exp((-0.273 * -0.286) ** 3.0) ** 3.0 - log(abs(x1 + 0.912))))))) - x0),17.0,48.0,1.0,17.0,8.0,7.0,8.0,7.0,115.60720799025148,111.375,2.0,62.0,na,na,40.0,log(abs(exp(exp((-0.425 * x0) ** 3.0) ** 3.0))) / exp(-1.6686535037591643 - log(abs(0.71 + x1)) - -0.39 - -0.5024598750000001 / (-0.024088040382776454 - log(abs(x1 - 1.0014289512196342 - log(abs(x1 + 0.912))))) - x0)
kotanchek,130,Operon,11,sympy,Operon,(3.2214589013059935 * x1 + (2.8703616067811595 * x1 - 16.966283485403892) * exp(0.3564732372760773 * x1) + 0.0006644097738899 * exp(2.064720630645752 * x0 * (0.4841774106025696 * x0 - 0.9682721495628357) + 0.0918822064995766 * x1 * (3.7386786937713623 * x1 - 3.2311415672302246)) + 17.01768398993113) * exp(-2.064720630645752 * x0 * (0.4841774106025696 * x0 - 0.9682721495628357) - 0.0918822064995766 * x1 * (3.7386786937713623 * x1 - 3.2311415672302246)),18.0,62.0,10.0,18.0,14.0,4.0,14.0,4.0,1793.1947080069222,160.90625,2.0,10707.0,na,na,52.0,(3.2214589013059935 * x1 + 2.8703616067811595 * (x1 - 5.9108522930774505) * exp(0.3564732372760773 * x1) + 0.0006644097738899 * exp(0.9996910885637647 * ((x0 - 1.999829253408992) * x0 - -0.34362419722095633 * (x1 * (x1 - 0.8642469256888284)))) + 17.01768398993113) * exp(-0.9996910885637647 * ((x0 - 1.999829253408992) * x0) - 0.3435180477766676 * (x1 * (x1 - 0.8642469256888284)))
kotanchek,129,Operon,10,sympy,Operon,(-1079.812029138382 * x0 + (-388.51850190576806 * x0 + 1.0046592950820923 * exp(1.7618920803070068 * x0) + 1001.3158473242584) * exp(1.9537824392318726 * x0) + (-0.6956022206973339 * x1 ** 2.0 + 3.478630688427889 * x1 - 0.0019379730802029 * exp(2.816107749938965 * x0) - 5.114101358539601) * exp(1.9537824392318726 * x0) - 886.9176897607686) * exp(-1.9537824392318726 * x0) / (358.9328602152236 * x1 ** 2.0 - 1794.9840087890625 * x1 + exp(2.816107749938965 * x0) + 2638.891845703125),18.0,77.0,12.0,18.0,14.0,2.0,14.0,2.0,2357.611540996004,159.828125,2.0,12535.0,na,na,52.0,exp(-1.9537824392318726 * x0) * ((x0 + exp(1.9537824392318726 * x0) * 0.35980197610484105 * (x0 + -0.0025858724620681363 * exp(1.7618920803070068 * x0) + -2.577266828767705) + 0.8213630389619475) * (-1079.812029138382 / (358.9328602152236 * x1 ** 2.0 + -1794.9840087890625 * x1 + exp(2.816107749938965 * x0) + 2638.891845703125)) + exp(1.9537824392318726 * x0) * -0.0019379730802029)
