dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,n_rank,source_orig_parsed_expr,source_orig_parsed_n_params,source_before_nodes,before_status,before_after_params,before_rank_gap,before_parsed_rank_gap,before_parsed_after_params,before_runtime_ms,before_peak_rss_mb,before_passes,before_egraph_total_size,before_rendered,after_status,after_after_params,after_rank_gap,after_parsed_rank_gap,after_parsed_after_params,after_runtime_ms,after_peak_rss_mb,after_passes,after_egraph_total_size,after_rendered,agent_status,conclusion_kind,new_rule_family,proposed_rule,proof_summary,remaining_gap_notes,longer_probe_status,longer_probe_after_params,longer_probe_rank_gap,longer_probe_improved,longer_probe_reached_rank,longer_probe_runtime_ms,longer_probe_peak_rss_mb,before_rank_miss,after_rank_miss,param_delta,rank_gap_delta,missing_rank,execution_issue,fixed_by_extra_rules,still_missed,newly_missed,under_rank,regressed_params,outcome,remaining_issue
kotanchek,168,SBP,19,sympy,SBP,4.0,(x1 ** 2.0 * (0.24666125 * x1 + 0.835688315 * exp(x0) - 0.28246265047) * exp(x0) + 0.02514 * exp(-1.0 * x0 + x1 + exp(x0))) * exp(x0 - x1 - exp(x0)),4.0,37.0,saturated,4.0,0.0,0.0,4.0,127.41941699641755,110.59375,2.0,407.0,(x1 ** 2.0 * (0.24666125 * x1 + 0.835688315 * exp(x0) + -0.28246265047) * exp(x0) + 0.02514 * exp(x1 - x0 + exp(x0))) * exp(x0 - x1 - exp(x0)),saturated,4.0,0.0,0.0,4.0,2276.9753750180826,173.578125,2.0,7748.0,(x1 ** 2.0 * (0.24666125 * x1 + 0.835688315 * exp(x0) + -0.28246265047) * exp(x0) + 0.02514 * exp(x1 - x0 + exp(x0))) * exp(x0 - x1 - exp(x0)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,177,SBP,27,sympy,SBP,5.0,(0.1274981 * x1 - 0.0079 * exp(x1) - 4e-05 * exp(x0 * (x0 - 2.0)) + 0.0309414718) * exp(x0 * (2.0 - x0)),4.0,38.0,saturated,4.0,-1.0,-1.0,4.0,125.18854200607166,108.921875,2.0,479.0,(0.1274981 * x1 + -0.0079 * exp(x1) + -4e-05 * exp(x0 * (x0 + -2.0)) + 0.0309414718) * exp(x0 * (2.0 - x0)),saturated,4.0,-1.0,-1.0,4.0,1462.7325419860426,140.234375,2.0,7668.0,(0.1274981 * x1 + -0.0079 * exp(x1) + -4e-05 * exp(x0 * (x0 + -2.0)) + 0.0309414718) * exp(x0 * (2.0 - x0)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,True,False,under_rank,na
kotanchek,4,Bingo,4,sympy,Bingo,5.0,0.980926865360896 * x0 ** 2.0 * exp(-1.0 * x0 ** 2.0) - 0.043905211258934373 * x0 + 0.03144312866911644 * x1 + 0.09737672129150278,4.0,40.0,saturated,4.0,-1.0,-1.0,4.0,154.44008298800327,109.84375,2.0,609.0,0.09737672129150278 + (0.980926865360896 * x0 ** 2.0 * exp(-1.0 * x0 ** 2.0) + -0.043905211258934373 * x0) + 0.03144312866911644 * x1,saturated,4.0,-1.0,-1.0,4.0,1910.776208998868,149.5625,2.0,10635.0,0.09737672129150278 + (0.980926865360896 * x0 ** 2.0 * exp(-1.0 * x0 ** 2.0) + -0.043905211258934373 * x0) + 0.03144312866911644 * x1,na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,True,False,under_rank,na
kotanchek,28,Bingo,28,sympy,Bingo,6.0,(0.62938832186819 * x0 + 0.20913305449088818) * exp(-2.665810272148384 * exp(x0) / (-3.0 * x0 + x1 + 12.800195782530425)),4.0,42.0,saturated,4.0,-2.0,-2.0,4.0,32.4570840166416,109.765625,1.0,67.0,(0.62938832186819 * x0 + 0.20913305449088818) * exp(-2.665810272148384 * exp(x0) / (-3.0 * x0 + x1 + 12.800195782530425)),saturated,4.0,-2.0,-2.0,4.0,45.408040983602405,100.375,1.0,125.0,(0.62938832186819 * x0 + 0.20913305449088818) * exp(-2.665810272148384 * exp(x0) / (-3.0 * x0 + x1 + 12.800195782530425)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,True,False,under_rank,na
kotanchek,17,Bingo,17,sympy,Bingo,na,-0.681112641117685 * (x0 - exp(x0)) * (x0 - 0.0635052950716775 * (x0 - exp(x0)) * (x1 - 0.17402614857984516) * exp(x0) + 0.601686750816862) * exp(x0 - exp(x0)),4.0,48.0,saturated,4.0,na,na,4.0,44.480958982603624,110.296875,1.0,184.0,-0.681112641117685 * (x0 - exp(x0)) * (x0 - 0.0635052950716775 * (x0 - exp(x0)) * (x1 - 0.17402614857984516) * exp(x0) + 0.601686750816862) * exp(x0 - exp(x0)),saturated,4.0,na,na,4.0,87.32812499511056,110.25,1.0,329.0,-0.681112641117685 * (x0 - exp(x0)) * (x0 - 0.0635052950716775 * (x0 - exp(x0)) * (x1 - 0.17402614857984516) * exp(x0) + 0.601686750816862) * exp(x0 - exp(x0)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,na,True,False,False,False,False,False,False,missing_rank,na
kotanchek,31,EPLEX,2,original,EPLEX,na,0.798 / ((log(abs(x0)) ** 2.0 + (exp(x0) + x0) + (x0 + (x1 ** 2.0 - log(abs((x1 ** 2.0) ** 3.0 + 0.732)) + (x0 - x0 ** 2.0) ** 2.0 - x0) ** 2.0)) / (x1 ** 2.0 + x0) + 0.33 + log(abs(x0 + 0.127)) ** 2.0),4.0,56.0,saturated,4.0,na,na,4.0,53.66979102836922,110.390625,1.0,170.0,0.798 / ((log(abs(x0)) ** 2.0 + (exp(x0) + x0) + (x0 + (x1 ** 2.0 - log(abs((x1 ** 2.0) ** 3.0 + 0.732)) + (x0 - x0 ** 2.0) ** 2.0 - x0) ** 2.0)) / (x1 ** 2.0 + x0) + 0.33 + log(abs(x0 + 0.127)) ** 2.0),saturated,4.0,na,na,4.0,68.64004200906493,100.53125,1.0,170.0,0.798 / ((log(abs(x0)) ** 2.0 + (exp(x0) + x0) + (x0 + (x1 ** 2.0 - log(abs((x1 ** 2.0) ** 3.0 + 0.732)) + (x0 - x0 ** 2.0) ** 2.0 - x0) ** 2.0)) / (x1 ** 2.0 + x0) + 0.33 + log(abs(x0 + 0.127)) ** 2.0),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,na,True,False,False,False,False,False,False,missing_rank,na
pagie,33,EPLEX,4,sympy,EPLEX,na,2.01753196994854 * exp(-1.0 * exp(exp(2.0 * log(abs(x0)) * log(abs(x1)) - 2.0 * exp(log(abs(exp(log(abs(x1 ** 3.0))) + 0.041)))) - exp(log(abs(x0)) + log(abs(0.465376845534964 * x1))) + 0.145531576 * exp(3.0 * log(abs(x1 * exp(-1.0 * exp(log(abs(x0)) ** 18.0))))))),4.0,60.0,saturated,4.0,na,na,4.0,474.843250005506,121.875,2.0,69.0,2.01753196994854 * exp(-1.0 * exp(exp(2.0 * (log(abs(x1)) * log(abs(x0)) - exp(log(abs(exp(log(abs(x1 ** 3.0))) + 0.041))))) - exp(log(abs(x0)) + log(abs(0.465376845534964 * x1))) + 0.145531576 * exp(3.0 * log(abs(x1 * exp(-1.0 * exp(log(abs(x0)) ** 18.0))))))),saturated,4.0,na,na,4.0,1745.159500016598,139.484375,2.0,4986.0,2.01753196994854 * exp(-1.0 * exp(exp(-2.0 * (abs(abs(x1 ** 3.0) + 0.041) - log(abs(x1)) * log(abs(x0)))) + -0.465376845534964 * exp(log(abs(x0)) + log(abs(x1))) + 0.145531576 * exp(3.0 * (log(abs(x1)) - exp(log(abs(x0)) ** 18.0))))),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,na,True,False,False,False,False,False,False,missing_rank,na
kotanchek,31,EPLEX,2,sympy,EPLEX,na,0.798 * (x0 + x1 ** 2.0) / (2.0 * x0 + (x0 + x1 ** 2.0) * (log(abs(x0 + 0.127)) ** 2.0 + 0.33) + (-1.0 * x0 ** 2.0 * (x0 - 1.0) ** 2.0 + x0 - x1 ** 2.0 + log(abs(x1 ** 6.0 + 0.732))) ** 2.0 + log(abs(x0)) ** 2.0 + exp(x0)),4.0,64.0,saturated,4.0,na,na,4.0,76.20141599909402,106.75,2.0,241.0,0.798 * (x0 + x1 ** 2.0) / (2.0 * x0 + (x0 + x1 ** 2.0) * (log(abs(x0 + 0.127)) ** 2.0 + 0.33) + (x0 - (x0 + -1.0) ** 2.0 * x0 ** 2.0 - x1 ** 2.0 + log(abs(x1 ** 6.0 + 0.732))) ** 2.0 + log(abs(x0)) ** 2.0 + exp(x0)),saturated,4.0,na,na,4.0,847.4395000084769,136.859375,2.0,515.0,0.798 * (x0 + x1 ** 2.0) / (2.0 * x0 + (x0 + x1 ** 2.0) * (log(abs(x0 + 0.127)) ** 2.0 + 0.33) + (x0 - (x0 + -1.0) ** 2.0 * x0 ** 2.0 - x1 ** 2.0 + log(abs(x1 ** 6.0 + 0.732))) ** 2.0 + log(abs(x0)) ** 2.0 + exp(x0)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,na,True,False,False,False,False,False,False,missing_rank,na
pagie,155,SBP,6,original,SBP,1.0,0.012711 - 0.0 * (x1 - (16.817 * (16.817 * x1 - exp(x1)) - exp(x1)) * exp((19.315 - x0) * (17.099 + x0))),5.0,1.0,saturated,1.0,0.0,0.0,1.0,44.83425000216812,106.59375,2.0,4.0,0.012711,saturated,1.0,0.0,0.0,1.0,67.78541597304866,110.28125,2.0,4.0,0.012711,na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,151,SBP,2,original,SBP,1.0,-0.000871 - 0.0 * (exp(-13.691 * -13.691 - exp(1.294 - x1) - x0 * x0) * ((-5.521 + x1) * exp(x0) * exp(x0))),5.0,1.0,saturated,1.0,0.0,0.0,1.0,45.65845799515955,100.046875,2.0,4.0,-0.000871,saturated,1.0,0.0,0.0,1.0,64.32604201836511,111.140625,2.0,4.0,-0.000871,na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,99,GOMEA,10,original,GP-GOMEA,3.0,1.84491 - 1.211361 * exp((12.665 - 12.944 + exp(-7.863)) * (x0 * x0 * (x1 * x1))),5.0,14.0,saturated,3.0,0.0,0.0,3.0,61.32345899823122,110.0,2.0,109.0,1.84491 - 1.211361 * exp(-0.2786152820155465 * (x0 * x0 * (x1 * x1))),saturated,3.0,0.0,0.0,3.0,84.12174999830313,100.828125,2.0,109.0,1.84491 - 1.211361 * exp(-0.2786152820155465 * (x0 * x0 * (x1 * x1))),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,97,GOMEA,8,original,GP-GOMEA,3.0,1.94286 - 1.152683 * exp((-2.509 - 10.44) * (x1 * x1) * (exp(-4.814) * (x0 * x0))),5.0,16.0,saturated,3.0,0.0,0.0,3.0,62.73025000700727,110.28125,2.0,109.0,1.94286 - 1.152683 * exp(-0.1050854516131593 * (x1 * x1 * (x0 * x0))),saturated,3.0,0.0,0.0,3.0,91.05458401609212,100.140625,2.0,109.0,1.94286 - 1.152683 * exp(-0.1050854516131593 * (x1 * x1 * (x0 * x0))),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,24,Bingo,24,sympy,Bingo,3.0,0.2866350699692545 * log(x0 * x1) - 0.1177641535011456 * log(-4625426.158330705 / log(0.5182334989833757 / x1)) + 2.988374508357782,5.0,16.0,saturated,5.0,2.0,2.0,5.0,59.66637501842342,109.71875,2.0,95.0,0.2866350699692545 * log(x0 * x1) + -0.1177641535011456 * log(-4625426.158330705 / (-0.65732936805086 - log(x1))) + 2.988374508357782,saturated,5.0,2.0,2.0,5.0,119.30083300103432,111.5625,2.0,325.0,0.2866350699692545 * log(x0 * x1) + -0.1177641535011456 * log(-4625426.158330705 / (-0.65732936805086 - log(x1))) + 2.988374508357782,done,new_rule_partial_reduction,affine_constant_collection,"a*log(c/y)+b -> (-a)*log(-y)+(b+a*log(-c)), c < 0, y < 0","For C<0 and y=log(D/x1)<0, -B*log(C/y)+K becomes B*log(-y)+(K-B*log(-C)), folding C and K: 5->4. No sound 4->3 path found.",D remains inside log(-log(D/x1)); reaching rank 3 needs more than current rules.,ok,5.0,2.0,False,False,98.4213330084458,106.796875,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,rule_added_but_not_matching
pagie,96,GOMEA,7,original,GP-GOMEA,3.0,1.918745 - 23802.792114 * (exp(-10.432 - x0 * x0) + exp(2.7 - 12.507 - x1 * x1)),5.0,17.0,saturated,4.0,1.0,1.0,4.0,49.436041997978464,109.671875,2.0,22.0,23802.792114 * (8.061008098589655e-05 - exp(-10.432 - x0 * x0) - exp(-9.806999999999999 - x1 * x1)),saturated,4.0,1.0,1.0,4.0,65.17316700774245,100.984375,2.0,22.0,23802.792114 * (8.061008098589655e-05 - 2.9474060102652252e-05 / exp(x0 * x0) - 5.506479363589452e-05 / exp(x1 * x1)),done,new_rule_reduces_to_rank,exp_additive_constant_extraction,a*(k - exp(c+u) - exp(d+v)) -> (a*exp(c))*(k/exp(c) - exp(u) - exp(d-c)*exp(v)); include sign/order variants,"Current rules fold 2.7-12.507 and factor to 23802.792114*(8.061008098589655e-05 - exp(-10.432-x0*x0) - exp(-9.807-x1*x1)). Extracting exp constants and outer scale gives 0.7015649253789731*(2.7349500104548805 - exp(-x0*x0) - 1.8682459574322257*exp(-x1*x1)), with 3 floats.",Reaches rank if scaled exp additive extraction is available; no current-rule-only path.,ok,4.0,1.0,False,False,48.59608301194385,100.5625,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,rule_added_but_not_matching
pagie,91,GOMEA,2,original,GP-GOMEA,4.0,1.993812 - 1.064938 * (exp((-9.935 + 9.358) * (x0 * x0)) + exp(exp(-11.329) - x1 * x1)),5.0,17.0,saturated,4.0,0.0,0.0,4.0,53.6126249935478,107.65625,2.0,27.0,1.064938 * (1.872232937504343 - exp(-0.577 * (x0 * x0)) - exp(1.2019262341499391e-05 - x1 * x1)),saturated,4.0,0.0,0.0,4.0,59.45683299796656,100.421875,2.0,27.0,1.064938 * (1.872232937504343 - exp(-0.577 * (x0 * x0)) - 1.0000120193345732 / exp(x1 * x1)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,119,GOMEA,30,sympy,GP-GOMEA,4.0,1.983784 - 1.077004 * exp(-0.766999999999999 * x1 ** 2.0) - 1.077004 * exp(-0.837 * x0 ** 2.0),5.0,17.0,saturated,4.0,0.0,0.0,4.0,450.3005000005942,121.25,2.0,26.0,1.077004 * (1.8419467337168662 - exp(-0.766999999999999 * x1 ** 2.0) - exp(-0.837 * x0 ** 2.0)),saturated,4.0,0.0,0.0,4.0,949.760041985428,149.40625,2.0,26.0,1.077004 * (1.8419467337168662 - exp(-0.766999999999999 * x1 ** 2.0) - exp(-0.837 * x0 ** 2.0)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,14,Bingo,14,sympy,Bingo,3.0,(0.0506336679649604 * x1 + 0.008870475378536939) * log(2.0 * x1 - 9.541496629390634) / (-1.0 * x0 + 0.3460574947000204 * exp(x0) + 0.35735928587754767),5.0,18.0,saturated,5.0,2.0,2.0,5.0,445.360832993174,121.328125,2.0,78.0,0.0506336679649604 * (x1 + 0.1751892709940647) * log(2.0 * (x1 + -4.770748314695317)) / (0.35735928587754767 - x0 + 0.3460574947000204 * exp(x0)),saturated,5.0,2.0,2.0,5.0,1494.086624996271,133.9375,2.0,246.0,0.0506336679649604 * (x1 + 0.1751892709940647) * log(2.0 * (x1 + -4.770748314695317)) / (0.35735928587754767 - x0 + 0.3460574947000204 * exp(x0)),done,needs_many_params_or_rank_artifact,no_rank_reducing_rule,none,Existing factoring gives 0.0506336679649604*(x1+0.1751892709940647) and log(2.0*(x1-4.770748314695317)). The two x1 shifts differ. Splitting log(2*u) adds a non-droppable A*log(2) term. Denominator has two independent constants after fixed -x0 coefficient.,n_rank=3 not explained by sound algebraic rewrites; likely rank/metadata or data-local artifact.,timeout,na,na,False,False,na,312.21875,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,needs_many_params_or_rank_artifact
pagie,103,GOMEA,14,original,GP-GOMEA,4.0,1.993304 - 1.068007 * (exp((17.091 - 17.877) * (x1 * x1)) + exp(-0.722 * x0 * x0)),5.0,19.0,saturated,4.0,0.0,0.0,4.0,44.1946659993846,109.59375,2.0,32.0,1.068007 * (1.8663772802987246 - exp(-0.7859999999999978 * (x1 * x1)) - exp(-0.722 * x0 * x0)),saturated,4.0,0.0,0.0,4.0,73.68045899784192,100.1875,2.0,32.0,1.068007 * (1.8663772802987246 - exp(-0.7859999999999978 * (x1 * x1)) - exp(-0.722 * x0 * x0)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,7,Bingo,8,original,Bingo,5.0,0.3219453819768659 * (4.881341193040894 + 0.006998797255225593 * x0 + -3.3010592991000216 * exp(-0.7560873364652252 * (x0 * x0)) + log(abs(x1))),5.0,20.0,saturated,5.0,0.0,0.0,5.0,54.2437499971129,106.75,2.0,77.0,0.3219453819768659 * (0.006998797255225593 * (x0 + 697.4542932210649) + -3.3010592991000216 * exp(-0.7560873364652252 * (x0 * x0)) + log(abs(x1))),saturated,5.0,0.0,0.0,5.0,741.6263750055805,125.0625,2.0,3111.0,0.3219453819768659 * (0.006998797255225593 * (x0 + 697.4542932210649) + -3.3010592991000216 * exp(-0.7560873364652252 * (x0 * x0)) + log(abs(x1))),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,14,Bingo,14,original,Bingo,3.0,(-0.008870475378536939 + -0.0506336679649604 * x1) * ((x0 + -0.3460574947000204 * (1.0326587094648079 + exp(x0))) ** (-1.0) * log(abs(-9.541496629390634 + 2.0 * x1))),5.0,20.0,saturated,5.0,2.0,2.0,5.0,44.91062500164844,109.265625,1.0,98.0,(-0.008870475378536939 + -0.0506336679649604 * x1) * ((x0 + -0.3460574947000204 * (1.0326587094648079 + exp(x0))) ** (-1.0) * log(abs(-9.541496629390634 + 2.0 * x1))),saturated,5.0,2.0,2.0,5.0,91.8628330109641,110.640625,1.0,125.0,(-0.008870475378536939 + -0.0506336679649604 * x1) * ((x0 + -0.3460574947000204 * (1.0326587094648079 + exp(x0))) ** (-1.0) * log(abs(-9.541496629390634 + 2.0 * x1))),done,needs_many_params_or_rank_artifact,no_rank_reducing_rule,none,Numerator a+b*x1 can factor to b*(x1+a/b) but remains 2 params; denominator x0+c*(d+exp(x0)) has c and c*d; log(abs(e+2*x1)) has shift e. Inverse or abs/log factoring does not reduce below 5 under current cost model.,"n_rank=3 looks like benchmark/data rank artifact, not missing current-rule application.",ok,5.0,2.0,False,False,35.42587498668581,100.953125,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,needs_many_params_or_rank_artifact
kotanchek,158,SBP,9,sympy,SBP,5.0,0.003546 * (7.506 * x0 + x1) * (x0 ** 2.0 + x0 * (x0 - 13.713) + 22.826) + 0.018312,5.0,21.0,saturated,5.0,0.0,0.0,5.0,52.50841600354761,109.546875,2.0,58.0,0.003546 * (7.506 * x0 + x1) * (x0 ** 2.0 + x0 * (x0 + -13.713) + 22.826) + 0.018312,saturated,5.0,0.0,0.0,5.0,86.12474999972619,100.234375,2.0,57.0,0.026616276 * (x0 + x1 / 7.506) * (x0 ** 2.0 + x0 * (x0 + -13.713) + 22.826) + 0.018312,na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,100,GOMEA,11,original,GP-GOMEA,3.0,0.012093 - 0.012131 * (exp(x0 + x0 - x0 * x0) * ((2.494 - 14.259) * x1 + exp(x1 - 0.338))),5.0,21.0,saturated,4.0,1.0,1.0,4.0,51.50124998181127,105.015625,2.0,70.0,0.012093 - 0.012131 * (exp(x0 + x0 - x0 * x0) * (-11.765 * x1 + exp(x1 - 0.338))),saturated,3.0,0.0,0.0,3.0,193.93416700768284,117.328125,2.0,250.0,0.012093 - 0.008651772037494062 * (exp(x1) + -16.496183022563596 * x1) * exp(x0 + x0 - x0 * x0),done,new_rule_reduces_to_rank,exp_additive_constant_extraction,for af>0: af*(z*(bf*x+exp(y+cf))) -> z*((af*bf)*x+exp(y+(cf+log(af)))); include subtraction and term-order variants,"Existing rules fold 2.494-14.259=-11.765 but do not absorb a positive scale into exp. With B=0.012131, C=-11.765, cf=-0.338: A-B*E*(C*x1+exp(x1+cf)) = A-E*((B*C)*x1+exp(x1+cf+log(B))), leaving 3 params.",New rule reduces 4->3; current-rule-only path not found.,na,na,na,na,na,na,na,True,False,1.0,1.0,False,False,True,False,False,False,False,fixed_by_extra_rules,na
kotanchek,173,SBP,24,sympy,SBP,4.0,0.039334 * x0 ** 3.0 - 0.274865992 * x0 ** 2.0 + 0.411866314 * x0 + 0.039334 * x1 + 0.117570555858,5.0,21.0,saturated,4.0,0.0,0.0,4.0,269.8791250004433,117.453125,2.0,866.0,0.039334 * (x1 + x0 ** 3.0) + -0.274865992 * x0 ** 2.0 + 0.411866314 * x0 + 0.117570555858,saturated,4.0,0.0,0.0,4.0,1323.5810000041963,144.59375,2.0,9800.0,0.039334 * (x0 / 0.09550186228631458 + (x1 + x0 ** 3.0 + x0 ** 2.0 / -0.14310246136233543)) + 0.117570555858,na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,6,Bingo,7,sympy,Bingo,4.0,0.33963694568414915 * log(14.993282152192549 * x0 * x1 * (x0 + 58.20319882282552) - 35.167844692926785 * log(x1)) - 1.1727867299483856,5.0,21.0,saturated,4.0,0.0,0.0,4.0,72.70454100216739,110.203125,2.0,44.0,0.33963694568414915 * (-0.7454576917979261 + log((x0 + 58.20319882282552) * x1 * x0 + -2.3455734598967712 * log(x1))),saturated,4.0,0.0,0.0,4.0,99.21116699115372,111.78125,2.0,79.0,0.33963694568414915 * (-0.7454576917979261 + log((x0 + 58.20319882282552) * x1 * x0 + -2.3455734598967712 * log(x1))),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,10,Bingo,11,sympy,Bingo,5.0,(x0 * x1 - 1.529035305818532) * (6.532680622052586e-05 * x0 - 0.07902303898937542 * log(x0 * x1) + 0.2778146070096167) + 1.1892515725526536,5.0,21.0,saturated,5.0,0.0,0.0,5.0,74.15170798776671,110.140625,2.0,127.0,(x0 * x1 + -1.529035305818532) * (6.532680622052586e-05 * x0 + -0.07902303898937542 * log(x0 * x1) + 0.2778146070096167) + 1.1892515725526536,saturated,5.0,0.0,0.0,5.0,480.6236249860376,120.6875,2.0,2133.0,(x0 * x1 + -1.529035305818532) * (6.532680622052586e-05 * x0 + -0.07902303898937542 * log(x0 * x1) + 0.2778146070096167) + 1.1892515725526536,na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,8,Bingo,8,sympy,Bingo,2.0,-0.11720391936222797 * x1 * (x0 * (x0 + 1.2816489216174494 * (0.7212632969011202 * x1 - 1.0) ** 2.0 - 6.4849819024041455) - 0.6931234338478329) * exp(-1.0 * x0),5.0,21.0,saturated,5.0,3.0,3.0,5.0,47.46220799279399,110.078125,1.0,125.0,-0.11720391936222797 * x1 * (x0 * (x0 + 1.2816489216174494 * (0.7212632969011202 * x1 - 1.0) ** 2.0 - 6.4849819024041455) - 0.6931234338478329) * exp(-1.0 * x0),saturated,5.0,3.0,3.0,5.0,66.9378750026226,110.34375,1.0,297.0,-0.11720391936222797 * x1 * (x0 * (x0 + 1.2816489216174494 * (0.7212632969011202 * x1 - 1.0) ** 2.0 - 6.4849819024041455) - 0.6931234338478329) * exp(-1.0 * x0),done,needs_many_params_or_rank_artifact,no_rank_reducing_rule,none,"Writing E=-a*x1*exp(-x0)*(x0^2+x0*b*(g*x1-1)^2-d*x0-e), expansion yields five independent coefficient directions. Since a,b,g are nonzero, the coefficients generically recover a,g,b,d,e; no sound 2-param rewrite is evident.",Square recentering or expansion changes syntax but not count; n_rank=2 likely finite-data/numerical rank or counting artifact.,ok,5.0,3.0,False,False,53.21687500691041,111.421875,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,needs_many_params_or_rank_artifact
pagie,6,Bingo,7,original,Bingo,4.0,0.33963694568414915 * log(abs(-35.167844692926785 * (-1.0 * (2.0 ** (-1.0) * 1.1727867299483856 ** (-1.0)) * (x0 * ((58.20319882282552 + x0) * x1)) + log(abs(x1))))) - 1.1727867299483856,5.0,21.0,saturated,5.0,1.0,1.0,5.0,69.47004099492915,110.453125,2.0,96.0,0.33963694568414915 * log(abs(-35.167844692926785 * (-0.42633497398286985 * (x0 * ((58.20319882282552 + x0) * x1)) + log(abs(x1))))) - 1.1727867299483856,saturated,4.0,0.0,0.0,4.0,106.764291995205,110.9375,2.0,99.0,0.33963694568414915 * (0.10707222600206379 + log(abs(-0.42633497398286985 * (x0 * ((58.20319882282552 + x0) * x1)) + log(abs(x1))))),done,new_rule_reduces_to_rank,log_abs_scale_extraction,"log(abs(a * y)) -> log(abs(a)) + log(abs(y)) and symmetric log(abs(y * a)); guards: a != 0.0, y != 0.0","Current rules only split direct log(a*y) with positive a; here the negative scale is hidden under abs. Extracting log(abs(-35.167844692926785)) combines with outer -1.1727867299483856, leaving params A, shifted constant, 0.42633497398286985, 58.20319882282552: 5->4.",Reaches rank for this row; implement both product orders with nonzero guards.,na,na,na,na,na,na,na,True,False,1.0,1.0,False,False,True,False,False,False,False,fixed_by_extra_rules,na
kotanchek,27,Bingo,27,original,Bingo,4.0,-1.9305547847352778 * ((10.665734721501936 + x0 * (x0 * x0) * (x0 * (x0 * x0)) + 2.057897964881403 * x1 - x0) ** (-1.0) * (0.20556825888097427 + -2.9052829962789213 * x0 + exp(log(abs(x0))) - x1)),5.0,21.0,saturated,5.0,1.0,1.0,5.0,54.703792004147545,109.90625,2.0,76.0,-1.9305547847352778 * ((10.665734721501936 + x0 * (x0 * x0) * (x0 * (x0 * x0)) + 2.057897964881403 * x1 - x0) ** (-1.0) * (-2.9052829962789213 * (x0 + -0.07075670739968036) + exp(log(abs(x0))) - x1)),saturated,5.0,1.0,1.0,5.0,87.87154202582315,111.578125,2.0,145.0,-1.9305547847352778 * ((10.665734721501936 + x0 * (x0 * x0) * (x0 * (x0 * x0)) + 2.057897964881403 * x1 - x0) ** (-1.0) * (-2.9052829962789213 * (x0 + -0.07075670739968036) + abs(x0) - x1)),done,needs_many_params_or_rank_artifact,no_rank_reducing_rule,none for param count; optional node-only exp(log(y))->y when y>0 or exp(log(abs(x)))->abs(x) when x!=0,"Current rules only refactor affine numerator. On x0 sign components, exp(log(abs(x0)))=abs(x0)=+/-x0, giving rational form (alpha+beta*x0+gamma*x1)/(B+x0^6+C*x1-x0); cross-multiplying generically fixes five degrees.",n_rank=4 likely finite-data/numerical-rank or external counting; rational collection may clean shape but not count.,ok,5.0,1.0,False,False,64.00124900392257,111.515625,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,needs_many_params_or_rank_artifact
