dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,n_rank,source_orig_parsed_expr,source_orig_parsed_n_params,source_before_nodes,before_status,before_after_params,before_rank_gap,before_parsed_rank_gap,before_parsed_after_params,before_runtime_ms,before_peak_rss_mb,before_passes,before_egraph_total_size,before_rendered,after_status,after_after_params,after_rank_gap,after_parsed_rank_gap,after_parsed_after_params,after_runtime_ms,after_peak_rss_mb,after_passes,after_egraph_total_size,after_rendered,agent_status,conclusion_kind,new_rule_family,proposed_rule,proof_summary,remaining_gap_notes,longer_probe_status,longer_probe_after_params,longer_probe_rank_gap,longer_probe_improved,longer_probe_reached_rank,longer_probe_runtime_ms,longer_probe_peak_rss_mb,before_rank_miss,after_rank_miss,param_delta,rank_gap_delta,missing_rank,execution_issue,fixed_by_extra_rules,still_missed,newly_missed,under_rank,regressed_params,outcome,remaining_issue
pagie,24,Bingo,24,original,Bingo,3.0,log(abs(0.8889056731853394)) * (-25.375926540572554 + -2.4339755472913582 * log(abs(x0 * x1)) + log(abs(-4625426.158330705 * log(abs(log(abs(0.8889056731853394 + 0.8889056731853394 * 0.8889056731853394)) * x1 ** (-1.0))) ** (-1.0)))),7.0,20.0,saturated,5.0,2.0,2.0,5.0,51.29470900283195,109.828125,2.0,38.0,-0.11776415350114562 * (-2.4339755472913582 * (log(abs(x0 * x1)) + 10.425711371181222) + log(abs(-4625426.158330705 * log(abs(0.5182334989833758 * x1 ** (-1.0))) ** (-1.0)))),saturated,4.0,1.0,1.0,4.0,86.83604199904948,111.53125,2.0,71.0,-0.11776415350114562 * (-2.4339755472913582 * (4.120356708064521 + log(abs(x0 * x1))) + log(abs(log(abs(0.5182334989833758 * x1 ** (-1.0))) ** (-1.0)))),done,new_rule_partial_reduction,log_abs_scale_extraction,"log(abs(a * y**-1.0)) -> log(abs(a)) - log(abs(y)), with a != 0 and y != 0.","Obstruction: current fun_rules have log(a*y), log(a/y), and log(y/a) scale extraction only outside abs and for positive constants, while this row needs log(abs(-4625426.158330705 * L**-1.0)) and log(abs(0.5182334989833758 * x1**-1.0)). The rule changes the outer term to log(abs(-4625426.158330705)) - log(abs(L)); folding plus affine collection replaces 10.425711371181222 and -4625426.158330705 by one offset, reducing 5 params to 4, not n_rank=3.","Single log_abs_scale_extraction closes only one of two gap parameters. Rank 3 needs another relation, shared-parameter recovery, or may be a rank artifact.",ok,4.0,1.0,False,False,62.618291995022446,100.265625,True,True,1.0,1.0,False,False,False,True,False,False,False,still_missed,rule_added_but_not_matching
kotanchek,164,SBP,15,original,SBP,4.0,-0.000469 - 0.008133 * (((-12.866 + (-2.656 - exp(-2.656) - exp(-2.656))) * x1 + exp(x1) - 4.334) * exp(x0 + (x0 - x0 * x0))),7.0,21.0,saturated,4.0,0.0,0.0,4.0,64.62312501389533,109.8125,2.0,86.0,-0.000469 - 0.008133 * ((-15.662457149928537 * x1 + exp(x1) - 4.334) * exp(x0 + (x0 - x0 * x0))),saturated,4.0,0.0,0.0,4.0,121.1724589811638,111.875,2.0,267.0,-0.000469 - 0.008133 * ((-15.662457149928537 * x1 + exp(x1) - 4.334) * exp(x0 + (x0 - x0 * x0))),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,118,GOMEA,29,original,GP-GOMEA,4.0,0.000258 - 0.008126 * (exp(x0 + x0 - x0 * x0) * ((1.637 - 17.444) * (-1.529 + x1) - (20.873 + 7.266 - exp(x1)))),7.0,23.0,saturated,4.0,0.0,0.0,4.0,59.39675000263378,109.109375,2.0,66.0,0.000258 - 0.008126 * (exp(x0 + x0 - x0 * x0) * (-15.806999999999999 * (0.25116068830265115 + x1) + exp(x1))),saturated,4.0,0.0,0.0,4.0,127.44762501097284,112.5625,2.0,268.0,0.000258 - 0.008126 * (exp(x0 + x0 - x0 * x0) * (-15.806999999999999 * (0.25116068830265115 + x1) + exp(x1))),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,203,SRjl,24,sympy,PySR,6.0,1.021967424871605 - 1.0754695400311118 * exp(-0.7734843695524414 * x0 ** 2.0) + 2.792238560484319 / (3.4342474157379796 / (x1 ** 2.0) ** 1.8741636407391655 + 2.844338639118127),7.0,24.0,saturated,7.0,1.0,1.0,7.0,43.67516699130647,109.90625,1.0,91.0,1.021967424871605 - 1.0754695400311118 * exp(-0.7734843695524414 * x0 ** 2.0) + 2.792238560484319 / (3.4342474157379796 / (x1 ** 2.0) ** 1.8741636407391655 + 2.844338639118127),saturated,7.0,1.0,1.0,7.0,51.859583996701986,99.90625,1.0,113.0,1.021967424871605 - 1.0754695400311118 * exp(-0.7734843695524414 * x0 ** 2.0) + 2.792238560484319 / (3.4342474157379796 / (x1 ** 2.0) ** 1.8741636407391655 + 2.844338639118127),done,new_rule_reduces_to_rank,quotient_coefficient_exposure,"a / (b / z + c) -> (a / b) / (1 / z + c / b), with a,b,c as parameters and z any expression.","The obstruction is that the denominator hides one affine scale inside b / z + c, so parameter equivalence spends rank on both numerator a and denominator scale b. Applying the rule to 2.792238560484319 / (3.4342474157379796 / z + 2.844338639118127), z=(x1 ** 2.0) ** 1.8741636407391655, gives 0.813054... / (1 / z + 0.828225...), reducing the quotient float count from 4 to 3 and matching 7 -> 6.",This accounts for rank_gap=1 with the smallest local quotient normalization. Integer exponent 2.0 is not counted; the redundant scale is denominator coefficient 3.4342474157379796.,ok,7.0,1.0,False,False,36.22249999898486,106.1875,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,rule_added_but_not_matching
kotanchek,158,SBP,9,original,SBP,5.0,0.018312 - 0.003546 * ((x0 - (x0 + (x0 - 13.713) * x0) - (x0 * x0 + 1.354) - (20.118 + 1.354)) * (x1 + x0 * 7.506)),7.0,27.0,saturated,5.0,0.0,0.0,5.0,59.44095802260563,109.734375,2.0,68.0,0.018312 - 0.003546 * ((-22.825999999999997 + ((13.713 - x0) * x0 - x0 * x0)) * (x1 + x0 * 7.506)),saturated,5.0,0.0,0.0,5.0,107.59941599098966,100.765625,2.0,221.0,0.018312 - 0.003546 * ((-22.825999999999997 + ((13.713 - x0) * x0 - x0 * x0)) * (x1 + x0 * 7.506)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,2,Bingo,3,original,Bingo,5.0,log(abs(1.0 - -4.620613175155346 * -4.620613175155346)) ** (-1.0) * log(abs(1.0 + (-0.7045923450774843) ** (-1.0) * (x1 * (x0 + (-4.620613175155346 * -4.620613175155346 - -0.7045923450774843) * x0 + log(abs(-0.5941007048060543 + x0)))) - x0)),7.0,27.0,saturated,4.0,-1.0,-1.0,4.0,55.12966599781066,109.1875,2.0,58.0,0.331885850726245 * log(abs(1.0 + -1.4192603808235096 * (x1 * (x0 + 22.05465845949665 * x0 + log(abs(-0.5941007048060543 + x0)))) - x0)),saturated,4.0,-1.0,-1.0,4.0,124.5783750200644,111.8125,2.0,137.0,0.331885850726245 * log(abs(1.0 + -1.4192603808235096 * (x1 * (x0 + 22.05465845949665 * x0 + log(abs(-0.5941007048060543 + x0)))) - x0)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,True,False,under_rank,na
pagie,21,Bingo,21,original,Bingo,4.0,log(abs(log(abs(5.852257156264611 + exp(log(abs(0.0004240447616209535 * (x0 * x1)))) * exp(log(abs(0.0004240447616209535 * (x0 * x1)))) * ((7480.0610581772835 + log(abs(0.0004240447616209535 * (x0 * x1)))) * (7480.0610581772835 + log(abs(0.0004240447616209535 * (x0 * x1))))))))),7.0,27.0,saturated,7.0,3.0,3.0,7.0,37.413166981423274,109.046875,1.0,52.0,log(abs(log(abs(5.852257156264611 + exp(log(abs(0.0004240447616209535 * (x0 * x1)))) * exp(log(abs(0.0004240447616209535 * (x0 * x1)))) * ((7480.0610581772835 + log(abs(0.0004240447616209535 * (x0 * x1)))) * (7480.0610581772835 + log(abs(0.0004240447616209535 * (x0 * x1))))))))),saturated,4.0,0.0,0.0,4.0,124.70658399979584,111.59375,2.0,110.0,log(abs(log(abs(5.852257156264611 + 1.798139598581712e-07 * (abs(x0 * x1) * abs(x0 * x1)) * ((7472.29538663884 + log(abs(x0 * x1))) * (7472.29538663884 + log(abs(x0 * x1)))))))),done,new_rule_reduces_to_rank,square_quotient_normalization,rewrite(x * x).to(x ** 2) with exact integer exponent 2; optionally also rewrite((x * x) * (y * y)).to((x * y) ** 2).,"Obstruction: the miss is duplicate product squares. Current rules have commutativity/associativity and log rules, but no product-to-square collection, so occurrences of 0.0004240447616209535 and 7480.0610581772835 remain duplicated in A*A and B*B. Let A=exp(log(abs(0.0004240447616209535*(x0*x1)))) and B=7480.0610581772835+log(abs(0.0004240447616209535*(x0*x1))). Rewriting A*A and B*B to squares leaves 4 non-integer floats, matching n_rank=4.",No additional rank-reducing rule is needed if extraction keeps square form. Abs-aware exp(log(abs(t))) normalization may simplify but is not required to reach rank 4.,na,na,na,na,na,na,na,True,False,3.0,3.0,False,False,True,False,False,False,False,fixed_by_extra_rules,na
pagie,177,SBP,27,original,SBP,5.0,-4e-05 + 0.0079 * (((x1 + 2.278) * 15.139 - (exp(x1) - (-18.519 - 2.538)) - 9.513 + x1) * exp(x0 + x0 - x0 * x0)),7.0,28.0,saturated,5.0,0.0,0.0,5.0,57.17850002110936,107.640625,2.0,57.0,-4e-05 + 0.0079 * ((15.139 * (0.88708910760288 + x1) - exp(x1) + -9.513 + x1) * exp(x0 + x0 - x0 * x0)),saturated,5.0,0.0,0.0,5.0,83.48349999869242,101.0,2.0,57.0,-4e-05 + 0.0079 * ((15.139 * (0.88708910760288 + x1) - exp(x1) + -9.513 + x1) * exp(x0 + x0 - x0 * x0)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,160,SBP,11,original,SBP,7.0,0.040413 - 0.000597 * ((6.648 - x0) * ((exp(x1) - x1 * 15.197) * (2.753 + (x0 * 9.675 - x0 * (6.648 - x0) * x0)))),7.0,28.0,saturated,7.0,0.0,0.0,7.0,48.21524998988025,109.609375,1.0,149.0,0.040413 - 0.000597 * ((6.648 - x0) * ((exp(x1) - x1 * 15.197) * (2.753 + (x0 * 9.675 - x0 * (6.648 - x0) * x0)))),saturated,7.0,0.0,0.0,7.0,97.30958298314364,112.921875,1.0,531.0,0.040413 - 0.000597 * ((6.648 - x0) * ((exp(x1) - x1 * 15.197) * (2.753 + (x0 * 9.675 - x0 * (6.648 - x0) * x0)))),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,170,SBP,20,original,SBP,4.0,5.3e-05 - 0.00157 * (exp(x0 - x0 * x0) * (exp(x0) * ((-10.978 + (15.694 - (exp(x1) + exp(-0.624)) + x1 * 15.599)) * -5.236))),7.0,28.0,saturated,5.0,1.0,1.0,5.0,109.47658302029596,110.265625,2.0,150.0,5.3e-05 - -0.00822052 * (exp(x0 - x0 * x0) * (-10.978 + (15.158203042332545 - exp(x1) + x1 * 15.599))) * exp(x0),saturated,5.0,1.0,1.0,5.0,165.92925001168624,115.984375,2.0,285.0,5.3e-05 - -0.00822052 * (-10.978 + (15.158203042332545 - exp(x1) + x1 * 15.599)) * exp(x0 - x0 * x0 + x0),done,new_rule_reduces_to_rank,affine_constant_collection,"c1 + (c2 + t) -> (c1 + c2) + t for float constants inside affine sums, e.g. -10.978 + (15.158203042332545 - exp(x1) + 15.599*x1) -> 4.180203042332545 - exp(x1) + 15.599*x1.","Obstruction: baseline still has two separate additive float constants in the same affine expression. The earlier fold 15.694 - (exp(x1) + exp(-0.624)) -> 15.158203042332545 - exp(x1) only explains how baseline is reached; the rank-reducing step is collecting -10.978 and 15.158203042332545 into 4.180203042332545, reducing non-integer float count from 5 to 4 and preserving algebra.",No remaining rank gap if affine constant collection runs after the baseline-forming constant fold; it directly explains baseline_after_params=5 to n_rank=4.,ok,5.0,1.0,False,False,278.24358400539495,122.59375,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,rule_added_but_not_matching
pagie,179,SBP,29,sympy,SBP,4.0,(0.004516 * x0 * x1 * (x1 - 4.432) * (1.033 * exp(x0) - 13.9852052082504) * (-1.0 * x0 + x1 + 3.749) + (0.105238 - 0.004516 * x0) * exp(x0)) * exp(-1.0 * x0),7.0,28.0,saturated,6.0,2.0,2.0,6.0,182.01529199723151,110.171875,2.0,680.0,(0.004665028 * (x1 * x0 * (exp(x0) + -13.538436794046856)) * (x1 + -4.432) * (x1 - x0 + 3.749) + 0.004516 * (23.303365810451727 - x0) * exp(x0)) * exp(-1.0 * x0),saturated,6.0,2.0,2.0,6.0,1672.3191660130396,170.515625,2.0,1903.0,(0.004665028 * (x1 * x0 * (exp(x0) + -13.538436794046856)) * (x1 + -4.432) * (x1 - x0 + 3.749) + 0.004516 * (23.303365810451727 - x0) * exp(x0)) * exp(-1.0 * x0),done,needs_many_params_or_rank_artifact,shared_parameter_or_rank_artifact,"No exact single local rank-reducing rule. The smallest exact normalization is (A*(exp(u)+c)+B*exp(u))*exp(-u) -> A*(1+c*exp(-u))+B, but it leaves the same six non-integer floats.","Affine collection has already exposed 0.004665028=0.004516*1.033 and 23.303365810451727=0.105238/0.004516, while outer exp(-x0) blocks exp(x0)*exp(-x0) cancellation across the sum. Applying cancellation gives 0.004665028*x0*x1*(x1-4.432)*(x1-x0+3.749)*(1-13.538436794046856*exp(-x0))+0.004516*(23.303365810451727-x0), still six non-integer floats.",Rank 4 appears to come from shared-parameter/coefficient-rank structure rather than a small tree rewrite reducing literal floats to four.,ok,6.0,2.0,False,False,116129.9686669663,1243.0625,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,needs_many_params_or_rank_artifact
pagie,209,SRjl,30,original,PySR,6.0,(2.446632681660071 / exp(x0 / 0.7849375091277773 * x0) - log(x0 * x0 - -0.20732621651686337) - log(x1 * x1 / 0.8190741249131813 + 0.02273936196225082)) * -0.16360691420886442 + 1.1234872185304754,7.0,28.0,saturated,6.0,0.0,0.0,6.0,47.88633299176581,109.625,2.0,36.0,-0.16360691420886442 * (-7.066571760585466 + (2.446632681660071 / exp(x0 / 0.7849375091277773 * x0) - log(x0 * x0 + 0.20732621651686337) - log(x1 * x1 + 0.01862522300031467))),saturated,6.0,0.0,0.0,6.0,77.35679199686274,99.84375,2.0,36.0,-0.16360691420886442 * (-7.066571760585466 + (2.446632681660071 / exp(x0 / 0.7849375091277773 * x0) - log(x0 * x0 + 0.20732621651686337) - log(x1 * x1 + 0.01862522300031467))),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,167,SBP,17,sympy,SBP,3.0,0.048266 * x0 * (x0 - 3.579) * (x0 - 3.247) - 0.048266 * x0 - 0.048266 * x1 ** 2.0 + 0.24133 * x1 - 0.065845,7.0,29.0,saturated,5.0,2.0,2.0,5.0,431.66304199257866,119.828125,2.0,63.0,0.048266 * ((x0 - 3.247) * (x0 - 3.579) * x0 - x1 ** 2.0 - x0 - -4.999999999999999 * (x1 - 0.2728421663282642)),saturated,5.0,2.0,2.0,5.0,1589.6142499987036,166.734375,2.0,106.0,-0.048266 * (-4.999999999999999 * x1 - ((x0 - 3.247) * (x0 - 3.579) * x0 - x1 ** 2.0 - x0) - -1.3642108316413208),done,new_rule_partial_reduction,tolerance_coefficient_snapping,"For finite nonzero coefficient a, finite coefficient b, terms x,y, and integer-valued k, if abs(b/a-k)<=CONST_MERGE_TOLERANCE or abs(b-k*a)<=CONST_MERGE_TOLERANCE, rewrite a*x + b*y -> a*(x+k*y), keeping k integer-valued/free.","Current affine factoring sees 0.24133/0.048266 as 4.999999999999999, counted as a non-integer float though intended ratio is 5. Snapping gives 0.048266*((x0-3.247)*(x0-3.579)*x0 - x1**2 - x0 + 5*x1 - 5*0.2728421663282642), reducing only the spurious near-integer parameter. Expanded coefficients still recover a, p+q, p*q, and c.","Partial only. After snapping, four non-integer floats remain; n_rank=3 likely needs hidden rounded relation or is a numerical/counting artifact.",ok,4.0,1.0,True,False,39024.48525000363,1164.8125,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,existing_rules_more_iterations
kotanchek,152,SBP,3,original,SBP,6.0,0.164127 - 0.000918 * ((17.9 - 9.729 * x1 + 7.431 - x0 - (x1 + x0) * ((exp(7.431 - exp(x0)) - 2.295) * x0)) * x0),7.0,29.0,saturated,6.0,0.0,0.0,6.0,61.82066598557867,104.34375,2.0,95.0,0.164127 - 0.000918 * ((25.331 + -9.729 * x1 - x0 - (x1 + x0) * ((exp(7.431 - exp(x0)) - 2.295) * x0)) * x0),saturated,6.0,0.0,0.0,6.0,76.7070000001695,110.75,2.0,95.0,0.164127 - 0.000918 * ((25.331 + -9.729 * x1 - x0 - (x1 + x0) * ((1687.494224124854 / exp(exp(x0)) - 2.295) * x0)) * x0),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,169,SBP,20,original,SBP,5.0,0.000939 - 0.0149 * ((x1 + 2.332 - x0) * (x0 * x0 - x0 - (16.26 + (-0.962 - (x1 + 3.598 + exp(exp(0.538 - x0))))))),7.0,29.0,saturated,5.0,0.0,0.0,5.0,114.81991701293737,106.671875,2.0,115.0,0.000939 - 0.0149 * ((x1 + 2.332 - x0) * (-11.700000000000003 + (x0 * x0 - x0) + x1 + exp(exp(0.538 - x0)))),saturated,5.0,0.0,0.0,5.0,136.18479200522415,113.375,2.0,115.0,0.000939 - 0.0149 * ((x1 + 2.332 - x0) * (-11.700000000000003 + (x0 * x0 - x0) + x1 + exp(1.7125782781873475 / exp(x0)))),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,153,SBP,4,original,SBP,5.0,1.105782 + 0.007318 * (0.199 + (-7.153 + x0) * ((-7.153 + x0) * (x0 - x0 * x0) - (x1 - 12.52 + x0 + (-7.153 + x0)))),7.0,29.0,saturated,5.0,0.0,0.0,5.0,94.1804579924792,109.078125,2.0,114.0,0.007318 * (151.3034001093195 + (-7.153 + x0) * ((-7.153 + x0) * (x0 - x0 * x0) - (-19.673 + x1 + x0 + x0))),saturated,5.0,0.0,0.0,5.0,104.75500000757164,112.25,2.0,114.0,0.007318 * (151.3034001093195 + (-7.153 + x0) * ((-7.153 + x0) * (x0 - x0 * x0) - (-19.673 + x1 + x0 + x0))),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,174,SBP,25,sympy,SBP,6.0,0.009711 * x0 * (x0 - 4.648) * (x0 - 2.186) * (-1.0 * x0 + x1 + 4.696) - 0.009711 * x0 + 0.036154053 * x1 + 0.101111,7.0,29.0,saturated,6.0,0.0,0.0,6.0,534.5542919822037,126.265625,2.0,90.0,0.009711 * (10.41200700236845 - x0 + ((x1 - x0 + 4.696) * (x0 + -2.186) * ((x0 + -4.648) * x0) + 3.7230000000000003 * x1)),saturated,6.0,0.0,0.0,6.0,1758.2626249932218,177.59375,2.0,286.0,-0.009711 * (x0 + (x1 - x0 + 4.696) * (x0 + -2.186) * x0 * (4.648 - x0) + (x1 + 2.796671233512879) * -3.7230000000000003),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,173,SBP,24,original,SBP,4.0,-8.689343 - 0.039334 * (x0 - x1 + (15.347 - (11.471 * (x0 + 19.197) + x0 * x0)) + (-19.039 - (x0 - 7.988) * (x0 * x0))),7.0,29.0,saturated,5.0,1.0,1.0,5.0,131.69966600253247,112.03125,2.0,57.0,0.039334 * (x0 * ((x0 - 7.988) * x0 + x0) + -201.87275573295364 + -11.471 * (-17.85910443727661 - x0) - (x0 - x1)),saturated,4.0,0.0,0.0,4.0,786.7926670005545,140.828125,2.0,151.0,0.039334 * (x0 * (x0 + (x0 - 7.988) * x0) + 11.471 * (x0 + 0.26057285912704486) - (x0 - x1)),done,existing_rules_more_iterations,existing_rules_only,"none; current basic_rules already contains a*x + b -> a*(x + b/a), which applies with a=-11.471, x=(-17.85910443727661 - x0), and b=-201.87275573295364.","Default extraction stops with an affine constant outside the scaled term. Existing rule rewrites -201.87275573295364 + -11.471*(-17.85910443727661 - x0) to -11.471*(-0.2605728591270484 - x0), giving four counted floats: 0.039334, 7.988, -11.471, -0.2605728591270484. Longer current-rules probes already reach after_params=4, matching n_rank=4.","No algebraic rule gap remains. The issue is default search budget/scheduling, not missing rules or rank artifact.",na,na,na,na,na,na,na,True,False,1.0,1.0,False,False,True,False,False,False,False,fixed_by_extra_rules,na
kotanchek,160,SBP,11,sympy,SBP,7.0,-0.000597 * (x0 - 6.648) * (15.197 * x1 - exp(x1)) * (x0 ** 2.0 * (x0 - 6.648) + 9.675 * x0 + 2.753) + 0.040413,7.0,30.0,saturated,7.0,0.0,0.0,7.0,38.86804200010374,109.71875,1.0,113.0,-0.000597 * (x0 - 6.648) * (15.197 * x1 - exp(x1)) * (x0 ** 2.0 * (x0 - 6.648) + 9.675 * x0 + 2.753) + 0.040413,saturated,7.0,0.0,0.0,7.0,113.75620801118204,112.546875,2.0,286.0,-0.000597 * (x0 + -6.648) * (15.197 * x1 - exp(x1)) * (x0 ** 2.0 * (x0 + -6.648) + 9.675 * x0 + 2.753) + 0.040413,na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,165,SBP,15,sympy,SBP,4.0,0.01085 * x0 ** 3.0 - 0.1463448 * x0 ** 2.0 + 0.19689495 * x0 + 0.1607319 * x1 + 0.01085 * exp(x0) - 0.01085 * exp(x1) + 0.0894957768,7.0,30.0,saturated,5.0,1.0,1.0,5.0,696.0829999879934,131.953125,2.0,281.0,-0.01085 * (exp(x1) - exp(x0) + -14.814 * x1 - (18.147000000000002 * x0 + x0 ** 3.0)) + -0.1463448 * x0 ** 2.0 + 0.0894957768,saturated,5.0,1.0,1.0,5.0,2569.73158402252,171.09375,2.0,9273.0,-0.01085 * (exp(x1) - (exp(x0) + x0 ** 3.0) + -18.147000000000002 * x0) + 0.1607319 * x1 + -0.1463448 * x0 ** 2.0 + 0.0894957768,done,needs_many_params_or_rank_artifact,no_rank_reducing_rule,none; optional common-scale collection -a*u - b*v -> -a*(u + (b/a)*v) only normalizes shape here.,"The apparent missed normalization is absorbing -0.1463448*x0**2 into the existing -0.01085 factor, but 0.1463448/0.01085 = 13.488, replacing one non-integer float with another. Baseline counts five floats: 0.01085, 14.814, 18.147000000000002, 0.1463448, 0.0894957768; optional factoring still counts five: 0.01085, 14.814, 18.147000000000002, 13.488, 0.0894957768.","n_rank=4 likely reflects numerical rank, external convention, or model-family reconstruction not justified by exact local rewrite.",ok,5.0,1.0,False,False,45557.261498994194,1530.296875,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,needs_many_params_or_rank_artifact
pagie,194,SRjl,15,sympy,PySR,6.0,-0.012793591371542023 * x1 ** 2.0 + 0.23286325831953894 * log(3.313079320214554 * x1 ** 2.0 + 0.14932904212121909) + 1.2887229819452108 - 1.0907656432382116 * exp(-0.8068572277974526 * x0 ** 2.0),7.0,31.0,saturated,6.0,0.0,0.0,6.0,155.623958009528,110.359375,2.0,183.0,0.23286325831953894 * (6.732125894728303 + -0.05494036055265721 * x1 ** 2.0 + log(x1 ** 2.0 + 0.04507258284161714)) - 1.0907656432382116 * exp(-0.8068572277974526 * x0 ** 2.0),saturated,6.0,0.0,0.0,6.0,990.3369590174408,140.796875,2.0,4013.0,0.23286325831953894 * (6.732125894728303 + log(x1 ** 2.0 + 0.04507258284161714) + -0.05494036055265721 * x1 ** 2.0) - 1.0907656432382116 * exp(-0.8068572277974526 * x0 ** 2.0),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,8,Bingo,9,original,Bingo,5.0,-0.0016845463969705932 * (log(abs(x1 + -5504.7494866201905 * (x0 * x1))) * (35.98329321843688 + -0.17812022427202742 * (35.98329321843688 + x0) + -12.262360262937122 * log(abs(x1 + -5504.7494866201905 * (x0 * x1))))),7.0,31.0,saturated,5.0,0.0,0.0,5.0,76.03999998536892,110.328125,2.0,46.0,0.020656514799286103 * (log(abs(x1 + -5504.7494866201905 * (x0 * x1))) + 0.014525769953961822 * (-166.03359377740895 + x0)) * log(abs(x1 + -5504.7494866201905 * (x0 * x1))),saturated,5.0,0.0,0.0,5.0,760.6698330200743,139.71875,2.0,192.0,0.020656514799286103 * (0.014525769953961822 * (426.93783347931986 + x0) + log(abs(x0 * x1 + x1 / -5504.7494866201905))) * log(abs(x1 + -5504.7494866201905 * (x0 * x1))),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,131,Operon,12,sympy,Operon,6.0,-0.028674059090422407 * x0 ** 2.0 - 1.0000907182693481 * (0.0003811746632760055 * x1 ** 2.0 - 0.1758960038423538) * log(x1 ** 2.0 * (573.5540504295212 * x0 ** 4.0 + 23.13073286399991)) - 0.0001345924683847,7.0,32.0,saturated,6.0,0.0,0.0,6.0,158.99495800840668,111.171875,2.0,204.0,-0.028674059090422407 * x0 ** 2.0 - 0.00038120924278177724 * (x1 ** 2.0 - 461.4577535941546) * log(x1 ** 2.0 * (573.5540504295212 * (x0 ** 4.0 + 0.04032877607032475))) - 0.0001345924683847,saturated,6.0,0.0,0.0,6.0,1409.0550830005668,162.3125,2.0,434.0,-0.028674059090422407 * x0 ** 2.0 - 0.00038120924278177724 * (x1 ** 2.0 - 461.4577535941546) * log(x1 ** 2.0 * (573.5540504295212 * x0 ** 4.0 + 23.13073286399991)) - 0.0001345924683847,na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
