dataset,raw_index,algorithm_raw,algorithm,algo_row,is_paper_row,drop_reason,original_expr,sympy_expr,raw_csv_index,orig_nodes,orig_params,simpl_nodes,simpl_params,orig_nodes_sympy,orig_params_sympy,simpl_nodes_sympy,simpl_params_sympy,n_params,n_rank
pagie,108,GOMEA,GOMEA,19,1,kept,1.942097-1.116958*((exp((exp(-18.411000)-(x1*x1)))+exp(((-0.561000*x0)*(x0+x0))))),1.942097 - 1.11695801127823*exp(-x1**2) - 1.116958*exp(-1.122*x0**2),108,21.0,5.0,19.0,4.0,21.0,6.0,17.0,5.0,4.0,4.0
pagie,109,GOMEA,GOMEA,20,1,kept,1.949837-0.000010*((exp(((9.658000+1.885000)-(x1*x1)))+exp(((10.589000+1.026000)-(x0*x0))))),1.949837 - 1.03053134177528*exp(-x1**2) - 1.10746601366406*exp(-x0**2),109,17.0,4.0,17.0,4.0,19.0,5.0,17.0,5.0,4.0,3.0
pagie,110,GOMEA,GOMEA,21,1,kept,1.950389-1.108799*((exp((exp(-6.234000)-(x0*x0)))+exp((exp(-24.872000)-(x1*x1))))),1.950389 - 1.1087990000175*exp(-x1**2) - 1.11097614346804*exp(-x0**2),110,17.0,4.0,17.0,4.0,19.0,5.0,17.0,5.0,4.0,3.0
pagie,111,GOMEA,GOMEA,22,1,kept,1.938930-5.446100*((exp(((-0.454000-1.011000)-(x1*x1)))+exp(((-1.344000-0.479000)-(x0*x0))))),1.93893 - 1.25847384938469*exp(-x1**2) - 0.879765183704653*exp(-x0**2),111,17.0,4.0,17.0,4.0,19.0,5.0,17.0,5.0,4.0,3.0
pagie,112,GOMEA,GOMEA,23,1,kept,1.967245-1.093740*((exp(((-3.351000+2.551000)*(x0*x0)))+exp(((x1-x1)-(x1*x1))))),1.967245 - 1.09374*exp(-x1**2) - 1.09374*exp(-0.8*x0**2),112,19.0,3.0,19.0,3.0,21.0,6.0,15.0,4.0,3.0,3.0
pagie,113,GOMEA,GOMEA,24,1,kept,1.961773-1.139885*(exp(((-4.331000*(x1*x0))*((x1*x0)*exp(-3.893000))))),1.961773 - 1.139885*exp(-0.0882835453806378*x0**2*x1**2),113,18.0,5.0,14.0,3.0,16.0,4.0,12.0,3.0,4.0,3.0
pagie,114,GOMEA,GOMEA,25,1,kept,2.015663-2.611492*((exp((x1-exp(x1)))+exp(((1.434000-2.275000)-(x0*x0))))),-2.611492*exp(x1 - exp(x1)) + 2.015663 - 1.12628173318904*exp(-x0**2),114,16.0,3.0,16.0,3.0,20.0,5.0,17.0,4.0,3.0,3.0
pagie,115,GOMEA,GOMEA,26,1,kept,1.950387-0.000000*((exp((19.402000-(x1*x1)))+exp(((18.128000+1.277000)-(x0*x0))))),1.95038700000000,115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0
pagie,116,GOMEA,GOMEA,27,1,kept,2.013362-0.000000*((exp(((x0+22.086000)-exp(x0)))+exp(((6.546000+14.636000)-(x1*x1))))),2.01336200000000,116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0
pagie,117,GOMEA,GOMEA,28,1,kept,1.950390-1.109849*((exp(((x0-x0)-(x1*x1)))+exp(((x0-x0)-(x0*x0))))),1.95039 - 1.109849*exp(-x1**2) - 1.109849*exp(-x0**2),117,21.0,2.0,21.0,2.0,19.0,5.0,15.0,4.0,2.0,2.0
pagie,118,GOMEA,GOMEA,29,1,kept,2.072676-0.000520*((exp(((x1+8.426000)-exp(x1)))+exp(((8.611000+x0)-exp(x0))))),-2.85570358866897*exp(x0 - exp(x0)) - 2.37338748595467*exp(x1 - exp(x1)) + 2.072676,118,19.0,4.0,19.0,4.0,19.0,4.0,17.0,3.0,4.0,3.0
pagie,119,GOMEA,GOMEA,30,1,kept,1.983784-1.077004*((exp(((x1*x1)*(-17.973000+17.206000)))+exp(((-1.143000+0.306000)*(x0*x0))))),1.983784 - 1.077004*exp(-0.766999999999999*x1**2) - 1.077004*exp(-0.837*x0**2),119,17.0,4.0,17.0,4.0,17.0,4.0,17.0,4.0,4.0,4.0
pagie,120,Operon,Operon,1,1,kept,(0.0000018283429881 + (1.0000038146972656 * (((exp((((0.0879114493727684 * x0) * ((-110.2642364501953125) * x0)) + (-1.4756100177764893))) + 1.6358861923217773) / exp(exp((((-1.3751174211502075) * x1) * (0.7306602597236633 * x1))))) - (exp((((0.0290526524186134 * x0) * ((-29.7418365478515625) * x0)) + 0.1625563055276871)) + (-0.3440066277980804))))),0.22864008270232224*exp(-9.693488840318309485*x0**2 - exp(-1.0047436520881447*x1**2)) + 0.34400976842221091 + 1.635892432732362*exp(-exp(-1.0047436520881447*x1**2)) - 1.1765190489038249*exp(-0.8640792395159440872*x0**2),120,39.0,12.0,31.0,8.0,46.0,13.0,34.0,9.0,12.0,7.0
pagie,121,Operon,Operon,2,1,kept,((-0.0615618973970413) + (1.0497297048568726 * (((((3.4508244991302490 * x0) * (exp(((2.5524139404296875 * x0) * ((-1.6356614828109741) * x0))) * (((2.4663076400756836 * x0) * ((-0.0845688283443451) * x0)) * (3.5071039199829102 * x0)))) - exp(((3.0741317272186279 * x0) * ((-0.2599562704563141) * x0)))) - exp(((0.0030150315724313 * x1) * ((-247.1376800537109375) * x1)))) + 1.9547927379608154))),-2.6497601004867348*x0**4*exp(-4.174885170550624*x0**2) + 1.9904421064789234 - 1.0497297048568726*exp(-0.745127908099363587*x1**2) - 1.0497297048568726*exp(-0.79913981869918164*x0**2),121,48.0,13.0,34.0,6.0,40.0,11.0,26.0,6.0,13.0,6.0
pagie,122,Operon,Operon,3,1,kept,(0.0000011243114386 + (0.9999998211860657 * (((((-1.5812002420425415) + exp((((-0.1428712755441666) * x1) * (6.4702811241149902 * x1)))) + exp(((0.0134312557056546 * x0) * ((-68.7404861450195312) * x0)))) * (-1.2517620325088501)) - ((exp((((-0.0396961532533169) * x1) * (152.2495422363281250 * x1))) + exp(((1.0955569744110107 * x0) * ((-5.6038808822631836) * x0)))) * (-0.2742688059806824))))),1.9792871991701026 + 0.2742687569375981*exp(-6.043721161360625488*x1**2) - 1.2517618086763563*exp(-0.9244173173316527744*x1**2) + 0.2742687569375981*exp(-6.1393707843319587*x0**2) - 1.2517618086763563*exp(-0.923271046744764579*x0**2),122,45.0,13.0,33.0,7.0,45.0,13.0,29.0,7.0,13.0,7.0
pagie,123,Operon,Operon,4,1,kept,(0.0130726965144277 + (0.9919041991233826 * (exp(((((58.9215812683105469 * x0) * exp((((-5.0386314392089844) * x1) * (2.4705743789672852 * x1)))) + (log(((0.4419521391391754 * x0) * (0.1393797099590302 * x0))) / (0.0113436263054609 * x0))) / (381.6167297363281250 * x0))) - (exp(((((-0.8848519921302795) * x1) * (0.9313139915466309 * x1)) + 0.1248256787657738)) + (-0.9970148205757141))))),0.9919041991233826*exp(0.1543998904582130231*exp(-12.448313738768775*x1**2) + 0.2310046294243750492*log(x0**2)/x0**2 - 0.6438346264391826885/x0**2) + 1.002015883631724 - 1.123778793245288*exp(-0.8240750407188386*x1**2),123,47.0,13.0,37.0,8.0,43.0,10.0,34.0,8.0,13.0,8.0
pagie,124,Operon,Operon,5,1,kept,((-0.0197761859744787) + (1.0117771625518799 * ((exp(((1.6896657943725586 * x1) * ((-1.6174912452697754) * x1))) * ((0.0575970448553562 * x1) * ((-14.7621564865112305) * x1))) - (exp(((0.4481753110885620 * x1) * ((-1.8585087060928345) * x1))) - (1.9719880819320679 - exp((((0.2870940864086151 * x0) * ((-1.9049599170684814) * x0)) / exp((((-0.2803071439266205) * x0) * (0.7164036631584167 * x0)))))))))),-0.860270199378549024*x1**2*exp(-2.7330196298294141*x1**2) + 1.975436320148873 - 1.0117771625518799*exp(-0.54690272703580685*x0**2*exp(0.2008130647185045*x0**2)) - 1.0117771625518799*exp(-0.83293771751395694*x1**2),124,49.0,13.0,37.0,7.0,47.0,12.0,32.0,7.0,13.0,7.0
pagie,125,Operon,Operon,6,1,kept,(0.0004403672355693 + (0.9997187852859497 * (exp((((-13.4114389419555664) * x0) * (0.2287123352289200 * x0))) - ((-3.1294746398925781) + (exp((exp((((-3.3788871765136719) * x0) * (0.2795567214488983 * x0))) - (-0.1448028236627579))) + ((1.0040752887725830 + ((1.8763431310653687 * x1) * (0.6411635279655457 * x1))) / exp(((1.1580088138580322 * x1) * (1.2662296295166016 * x1))))))))),-1.2027044682559756*x1**2*exp(-1.4663050713484154*x1**2) - 1.155486617848524*exp(exp(-0.94459062121188704*x0**2)) + 3.1290349528121623 - 1.0037929280273658*exp(-1.4663050713484154*x1**2) + 0.9997187852859497*exp(-3.06736151919473366*x0**2),125,45.0,13.0,35.0,8.0,52.0,14.0,31.0,8.0,13.0,8.0
pagie,126,Operon,Operon,7,1,kept,(0.0028247879818082 + (0.9984024167060852 * (0.7176343202590942 - ((exp(((4.5870537757873535 * x1) * ((-0.0708576515316963) * x1))) / ((((-2.5320065021514893) * x1) * ((-0.5026428699493408) * x1)) + exp((((-1.5353101491928101) * x1) * (1.0705516338348389 * x1))))) + ((-3.4508912563323975) / exp(exp(exp(((1.6964559555053711 * x0) * ((-0.5267499089241028) * x0)))))))))),0.7193126276397166 + 3.4453781701121642*exp(-exp(exp(-0.89360802005620601*x0**2))) - 0.9984024167060852*exp(-0.32502785800189209*x1**2)/(1.2726950149718163*x1**2 + exp(-1.6436287886615731*x1**2)),126,44.0,12.0,36.0,8.0,42.0,11.0,32.0,8.0,12.0,7.0
pagie,127,Operon,Operon,8,1,kept,((-0.0218773111701012) + (1.0134590864181519 * ((((((-0.3641613721847534) * x0) * (2.2286646366119385 * x0)) * exp((((-2.4582626819610596) * x0) * (1.0862829685211182 * x0)))) + (1.9716572761535645 - exp(((((-2.4894037246704102) * x1) * (0.2193875461816788 * x1)) * exp((((-0.4357891678810120) * x1) * ((-0.4778871238231659) * x1))))))) - exp((((-1.3948150873184204) * x0) * (0.5922598838806152 * x0)))))),-0.8225168802330056*x0**2*exp(-2.6703688835653453*x0**2) + 1.9763166706501921 - 1.0134590864181519*exp(-0.54614417461097283*x1**2*exp(0.2082580320319476*x1**2)) - 1.0134590864181519*exp(-0.82609302165013783*x0**2),127,49.0,13.0,39.0,8.0,47.0,12.0,32.0,7.0,13.0,7.0
pagie,128,Operon,Operon,9,1,kept,((-0.0000084446337496) + (1.0000045299530029 * ((((exp(((1.8677622079849243 * x1) * ((-3.2215218544006348) * x1))) + exp(((4.2088832855224609 * x0) * ((-1.4519027471542358) * x0)))) * 0.2748067975044250) - ((exp(((0.5492876768112183 * x1) * ((-1.6836870908737183) * x1))) + exp(((1.3932512998580933 * x0) * ((-0.6629599928855896) * x0)))) * 1.2524310350418091)) + 1.9792671203613281))),1.9792676417146139 + 0.27480804236630257*exp(-6.0170367718470175*x1**2) - 1.2524367084955372*exp(-0.92482857062306332*x1**2) + 0.27480804236630257*exp(-6.1108892047016068*x0**2) - 1.2524367084955372*exp(-0.92366987184176*x0**2),128,45.0,13.0,33.0,7.0,45.0,13.0,29.0,7.0,13.0,7.0
pagie,129,Operon,Operon,10,1,kept,(0.0000002913372725 + (1.0000000000000000 * ((1.0092900991439819 / ((((-9.8911437988281250) * x0) * ((-0.0619828216731548) * x0)) - exp((((-5.2376017570495605) * x0) * ((-0.1814788132905960) * x0))))) + ((2.9227268695831299 / ((-1.9528466463088989) - exp((((-1044.4626464843750000) * x1) * ((-0.0013573808828369) * x1))))) + (((241.8676300048828125 * x1) * (0.0000091869978860 * x1)) - (-1.9428678750991821)))))),0.002222037405546688681*x1**2 + 1.9428681664364546 - 2.9227268695831299/(exp(1.4177336291751259086*x1**2) + 1.9528466463088989) + 1.0092900991439819/(0.61308100222629464*x0**2 - exp(0.95051375135809475*x0**2)),129,43.0,13.0,33.0,8.0,33.0,8.0,29.0,8.0,14.0,8.0
pagie,130,Operon,Operon,11,1,kept,((-0.0000135196241899) + (1.0000069141387939 * ((1.2255471944808960 * exp(((-1.7740323543548584) * exp(((2.9035081863403320 * x1) * ((-0.4098204970359802) * x1)))))) - ((1.2498761415481567 * exp(((0.1515025645494461 * x0) * ((-6.0828857421875000) * x0)))) + ((-0.7505750060081482) - (0.2749604582786560 * exp(((1.1432402133941650 * x0) * ((-5.4770793914794922) * x0))))))))),0.75056667596372507 + 1.2255556680842971*exp(-1.7740323543548584*exp(-1.1899171680740323*x1**2)) + 0.27496235939342737*exp(-6.261617412291798*x0**2) - 1.2498847833652745*exp(-0.92157278980266706*x0**2),130,41.0,13.0,31.0,8.0,39.0,12.0,28.0,8.0,13.0,8.0
pagie,131,Operon,Operon,12,1,kept,((-0.0001345924683847) + (1.0000907182693481 * (((0.0052004987373948 * x0) * ((-5.5132131576538086) * x0)) - (log((((-29.4069671630859375) * x1) * (((-0.0669591948390007) + (((7.1831178665161133 * x0) * ((-12.8945026397705078) * x0)) * (((-0.0048121302388608) * x0) * ((-3.7251195907592773) * x0)))) * (11.7470531463623047 * x1)))) * ((-0.1758960038423538) + ((5.9699630737304688 * x1) * (0.0000638487472315 * x1))))))),-0.028674059090422408*x0**2 - 1.0000907182693481*(0.0003811746632760055*x1**2 - 0.1758960038423538)*log(x1**2*(573.554050429521172*x0**4 + 23.1307328639999089)) - 0.0001345924683847,131,48.0,14.0,32.0,6.0,32.0,8.0,24.0,6.0,14.0,6.0
pagie,132,Operon,Operon,13,1,kept,((-0.0000847672417876) + (1.0000656843185425 * ((exp((((-1.8279364109039307) * x1) * (2.2386462688446045 * x1))) - ((-1.5547065734863281) + ((-1.6497515439987183) / exp(exp(((0.0022635490167886 * x0) * ((-443.1721801757812500) * x0))))))) - exp(exp(((-1.6148645877838135) + exp((0.5693863630294800 + ((0.0016070556594059 * x1) * ((-348.2632751464843750) * x1)))))))))),-1.0000656843185425*exp(0.19891760449084139*exp(1.767182310249908*exp(-0.5596784672873918045*x1**2))) + 1.5547239260863535 + 1.6498599068046503*exp(-exp(-1.003141952704949999*x0**2)) + 1.0000656843185425*exp(-4.0921030259552823*x1**2),132,41.0,12.0,35.0,9.0,45.0,14.0,32.0,9.0,12.0,8.0
pagie,133,Operon,Operon,14,1,kept,(0.0049303476698697 + (0.9968529939651489 * ((((exp((((-0.1228989660739899) * x1) * (28.5782623291015625 * x1))) - (0.0001418351894245 * x0)) - exp((((-0.9014899730682373) * x1) * (0.9040312170982361 * x1)))) - exp((((-0.1503573954105377) * x1) * (16.6330261230468750 * x1)))) + (((-1.0727374553680420) * exp((((-0.1865450739860535) * x0) * (4.1227397918701172 * x0)))) - (-1.9877362251281738))))),-0.0001413888332274268*x0 + 1.986411154901873 + 0.9968529939651489*exp(-3.51223889243783649*x1**2) - 0.9968529939651489*exp(-2.50089848565676186*x1**2) - 0.9968529939651489*exp(-0.814975077554734653*x1**2) - 1.069361544122188*exp(-0.76907679949965783*x0**2),133,47.0,13.0,37.0,8.0,51.0,15.0,33.0,8.0,13.0,8.0
pagie,134,Operon,Operon,15,1,kept,((-0.0000022516087483) + (1.0000016689300537 * (((((51.6682472229003906 * x0) * ((-0.0001894439337775) * x0)) + 2.5324115753173828) + ((-46.3591499328613281) / (((13.0968494415283203 * x0) * (2.1884925365447998 * x0)) + 34.0089225769042969))) + (((-1351.7908935546875000) / (((17.2840843200683594 * x1) * (47.4518127441406250 * x1)) + 990.7814331054687500)) + ((0.0012052881065756 * x1) * ((-8.2380609512329102) * x1)))))),-0.00978825234117588218*x0**2 - 0.0099292534569677497*x1**2 + 2.5324135501264209 - 1351.7931495991360721/(820.161132609820926*x1**2 + 990.78143310546875) - 46.3592273030399151/(28.6623572550356584*x0**2 + 34.0089225769042969),134,45.0,15.0,29.0,7.0,35.0,10.0,25.0,7.0,15.0,7.0
pagie,135,Operon,Operon,16,1,kept,(0.0071523520164192 + (0.9955711960792542 * (((exp(((0.0195227134972811 * x1) * ((-151.1385955810546875) * x1))) * ((396057.1250000000000000 * x1) * ((-0.0000024948039936) * x1))) + ((85.4024658203125000 * x1) / ((43.1343650817871094 * x1) - (((-47.3760452270507812) * x1) * exp(((0.9379857182502747 * x0) * ((-1.2238332033157349) * x0))))))) - exp(((185448.0000000000000000 * x1) * ((-0.0000044009234443) * x1)))))),-0.9837088628772344519805*x1**2*exp(-2.950635499910365785*x1**2) + 85.0242350448461413*x1/(43.1343650817871094*x1 + 47.3760452270507812*x1*exp(-1.1479380662306441*x0**2)) + 0.0071523520164192 - 0.9955711960792542*exp(-0.816142450898546401501*x1**2),135,50.0,13.0,38.0,8.0,50.0,13.0,34.0,8.0,13.0,8.0
pagie,136,Operon,Operon,17,1,kept,(0.0005329695995897 + (0.9996598958969116 * (((2.9738872051239014 + exp(((100.4859924316406250 * x1) * ((-0.0308157186955214) * x1)))) - ((((0.7702111005783081 * x0) * (1.5427883863449097 * x0)) + 1.0054689645767212) * exp((((-1.7126119136810303) * x0) * (0.8499408960342407 * x0))))) - exp(exp((((100.9902267456054688 * x1) * ((-0.0091333612799644) * x1)) + 0.0902468413114548)))))),-1.1878686045713406*x0**2*exp(-1.4556189044729706*x0**2) - 0.9996598958969116*exp(1.09444440445747*exp(-0.9223802266131381654*x1**2)) + 2.9734087434829063 + 0.9996598958969116*exp(-3.096548075613729891*x1**2) - 1.0051270004563406*exp(-1.4556189044729706*x0**2),136,45.0,13.0,37.0,9.0,54.0,15.0,31.0,8.0,13.0,8.0
pagie,137,Operon,Operon,18,1,kept,(0.0000816054744064 + (1.0001157522201538 * (((((-0.0021946807391942) * x0) * (13.7494821548461914 * x0)) + (-8.4071483612060547)) + ((log((((6955.1982421875000000 * x1) * (16.8089103698730469 * x1)) + 27880.0878906250000000)) + log((((85251.5703125000000000 * x0) * (3.5084772109985352 * x0)) + 63949.3125000000000000))) * (((1.2129596471786499 * x1) * ((-0.0008703975472599) * x1)) + 0.3835373818874359))))),-0.0301792165661435915*x0**2 - 1.0001157522201538*(0.0010557571018295306*x1**2 - 0.3835373818874359)*(log(299103.191643245522053*x0**2 + 63949.3125) + log(116909.30385762825625*x1**2 + 27880.087890625)) - 8.4080399018196203,137,45.0,14.0,31.0,7.0,37.0,10.0,27.0,7.0,14.0,7.0
pagie,138,Operon,Operon,19,1,kept,((-0.0000098704376796) + (1.0000013113021851 * ((exp(exp(((-0.1284630000591278) - exp((((-1.7482314109802246) * x0) * (0.6576864719390869 * x0)))))) - exp((0.2162327617406845 + (((-0.0238646697252989) * x1) * (38.5694580078125000 * x1))))) - exp((((-0.9399499893188477) - exp(((1.4266452789306641 * x1) * ((-5.3529791831970215) * x1)))) * 0.8908159136772156))))),1.0000013113021851*exp(0.8794461012701917*exp(-exp(-1.1497881488206758*x0**2))) - 9.8704376796e-6 - 0.4328685844136254*exp(-0.8908159136772156*exp(-7.6368024799221532*x1**2)) - 1.24139292161274*exp(-0.92044737684023015*x1**2),138,41.0,12.0,35.0,9.0,45.0,14.0,34.0,10.0,12.0,9.0
pagie,139,Operon,Operon,20,1,kept,((-0.0000002506655221) + (1.0000001192092896 * (((((-0.0002352308656555) * x0) + 1.9712915420532227) - (exp((((-0.0005102988216095) * x1) * (2861.8625488281250000 * x1))) * (1.0045522451400757 + ((0.0003667365817819 * x1) * (3236.1384277343750000 * x1))))) + (exp((((-0.0249317195266485) * x0) * (58.4497108459472656 * x0))) * ((-1.0050251483917236) + (((-0.0338098518550396) * x0) * (35.2732009887695312 * x0))))))),-1.1925818420501513*x0**2*exp(-1.45725179722486209*x0**2) - 0.0002352308936972044*x0 - 1.1868104866391750118*x1**2*exp(-1.4604050862753523738*x1**2) + 1.9712915263839649 - 1.0045523648920352*exp(-1.4604050862753523738*x1**2) - 1.0050252682000576*exp(-1.45725179722486209*x0**2),139,47.0,14.0,37.0,9.0,59.0,15.0,31.0,8.0,14.0,8.0
pagie,140,Operon,Operon,21,1,kept,(0.0056000440381467 + (0.9965137243270874 * ((0.7391300201416016 + (exp((((-26.2499160766601562) * x1) * (0.1143757924437523 * x1))) * (((-49.5787200927734375) * x1) * (0.0202242378145456 * x1)))) - (exp(((2.2524499893188477 * x1) * ((-0.3599792122840881) * x1))) + (exp((exp((((-0.7799134254455566) * x0) * (1.5038967132568359 * x0))) * (-1.7264224290847778))) * (-1.2398984432220459)))))),-0.999196165577684391*x1**2*exp(-3.00235495284999869*x1**2) + 0.7421532531714092 + 1.2355758154425587*exp(-1.7264224290847778*exp(-1.1729092371524529*x0**2)) - 0.9965137243270874*exp(-0.810835172864301451*x1**2),140,45.0,13.0,37.0,9.0,45.0,13.0,31.0,8.0,13.0,8.0
pagie,141,Operon,Operon,22,1,kept,(0.0059260418638587 + (0.9963514208793640 * (((1.9877398014068604 + ((((-0.0255243461579084) * x1) * (39.2693595886230469 * x1)) * exp((((-0.0006980864563957) * x1) * (4245.9946289062500000 * x1))))) - exp((((-0.0209862142801285) * x1) * (38.7934265136718750 * x1)))) - exp((exp((-2.6416935920715332)) + ((0.0101619474589825 * x0) * ((-75.6802444458007812) * x0))))))),-0.998667666466396711*x1**2*exp(-2.9640713443683392264*x1**2) + 1.9864134173340489 - 0.996351420879364*exp(-0.81412716147633626667*x1**2) - 1.0699214810013096*exp(-0.769058667741179754*x0**2),141,42.0,12.0,34.0,8.0,40.0,11.0,28.0,7.0,12.0,7.0
pagie,142,Operon,Operon,23,1,kept,(0.0007810645620339 + (0.9995014071464539 * (((((-1.0057448148727417) + ((0.7655488848686218 * x0) * ((-1.5458080768585205) * x0))) * exp(((0.4586827158927917 * x0) * ((-3.1686115264892578) * x0)))) + (2.9749636650085449 + exp(((-0.3110347986221313) + ((3.0109248161315918 * x1) * ((-1.1550782918930054) * x1)))))) - exp(exp(((23.0867309570312500 * x1) * ((-0.0377156287431717) * x1))))))),-1.1828016188405823*x0**2*exp(-1.4533873405792973*x0**2) - 0.9995014071464539*exp(exp(-0.870730573668879675*x1**2)) + 2.9742614339476462 + 0.7323230656900827*exp(-3.4778538936355404*x1**2) - 1.0052433576955551*exp(-1.4533873405792973*x0**2),142,45.0,13.0,37.0,9.0,52.0,14.0,31.0,8.0,13.0,8.0
pagie,143,Operon,Operon,24,1,kept,(0.0049892361275852 + (0.9968150258064270 * (exp(((-0.7375680804252625) / (exp((((-7.8003888130187988) * x1) * ((-0.0912654846906662) * x1))) - 0.9434194564819336))) - (exp(((((-11.2235412597656250) * x0) * (0.0819300860166550 * x0)) - (exp(((((-56.8530616760253906) * x0) * (0.1006406396627426 * x0)) - 1.4147840738296509)) - 0.2206120193004608))) - 0.9837305545806885)))),-1.242868435105807*exp(-0.919545700824074031*x0**2 - 0.24297807310963717*exp(-5.72172849386055215*x0**2)) + 0.985586634278505 + 0.996815025806427*exp(-0.7375680804252625/(exp(0.71190626579581106*x1**2) - 0.9434194564819336)),143,41.0,13.0,33.0,9.0,41.0,13.0,30.0,9.0,13.0,9.0
pagie,144,Operon,Operon,25,1,kept,((-0.0000055456266637) + (1.0000027418136597 * ((((exp((((-4.2250251770019531) * x1) * (1.4258037805557251 * x1))) + exp((((-1.1716369390487671) * x0) * (5.2204809188842773 * x0)))) * 0.2746707499027252) - (-1.9792732000350952)) - ((exp((((-1.7990413904190063) * x1) * (0.5140095949172974 * x1))) + exp(((1.8088867664337158 * x0) * ((-0.5105684995651245) * x0)))) * 1.2522673606872559)))),1.9792730812067276 + 0.2746715029987392*exp(-6.0240568703125063*x1**2) - 1.252270794171011*exp(-0.92472453632872492*x1**2) + 0.2746715029987392*exp(-6.1165082841640697*x0**2) - 1.252270794171011*exp(-0.92356060222127209*x0**2),144,45.0,13.0,33.0,7.0,45.0,13.0,29.0,7.0,13.0,7.0
pagie,145,Operon,Operon,26,1,kept,((-0.0001599656243343) + (1.0001020431518555 * ((exp(((25.9337768554687500 * x1) * ((-0.1575351804494858) * x1))) - (exp(exp(exp(((17.7164573669433594 * x1) * ((-0.0314616635441780) * x1))))) * 0.1594999134540558)) - ((-1.1739871501922607) - (exp((exp((((-0.3572374880313873) * x0) * (3.2828271389007568 * x0))) * (-1.7236351966857910))) * 1.2407730817794800))))),-0.15951618932794533*exp(exp(exp(-0.557389220873545688*x1**2))) + 1.1739469819169699 + 1.2408996941754822*exp(-1.723635196685791*exp(-1.1727489207421725*x0**2)) + 1.0001020431518555*exp(-4.08548221666296794*x1**2),145,41.0,12.0,33.0,8.0,43.0,13.0,30.0,8.0,12.0,8.0
pagie,146,Operon,Operon,27,1,kept,((-0.0639297738671303) + (1.0392827987670898 * ((1.9780735969543457 + ((exp((((-2.4385366439819336) * x1) * (2.2576689720153809 * x1))) * ((((-10.0973072052001953) * x1) * (391.6708374023437500 * x1)) * (((-0.0011133030056953) * x1) * ((-1.3449389934539795) * x1)))) - exp((((-1.7093311548233032) * x1) * (0.4650919437408447 * x1))))) - exp((((-1.2320897579193115) * x0) * (0.5889392495155334 * x0)))))),-6.154269525587394387*x1**4*exp(-5.5054085182405289*x1**2) + 1.9918480901428665 - 1.0392827987670898*exp(-0.79499614929355283*x1**2) - 1.0392827987670898*exp(-0.72562601736477455*x0**2),146,48.0,13.0,36.0,7.0,40.0,11.0,26.0,6.0,13.0,6.0
pagie,147,Operon,Operon,28,1,kept,((-0.0000072608104347) + (1.0000052452087402 * (((-1.2524669170379639) * (exp((((-0.8438813686370850) * x0) * (1.0945762395858765 * x0))) + (exp((((-0.6344506740570068) * x1) * (1.4577195644378662 * x1))) + (-1.5802922248840332)))) + (0.2748360037803650 * (exp(((19.0184898376464844 * x0) * ((-0.3212499320507050) * x0))) + exp((((-0.8187244534492493) * x1) * (7.3472332954406738 * x1)))))))),1.9792668517605557 + 0.27483744535257415*exp(-6.0153595641737924*x1**2) - 1.252473486488384*exp(-0.92485116024369056*x1**2) + 0.27483744535257415*exp(-6.10968856805095664*x0**2) - 1.252473486488384*exp(-0.92369249513936332*x0**2),147,45.0,13.0,33.0,7.0,45.0,13.0,29.0,7.0,13.0,7.0
pagie,148,Operon,Operon,29,1,kept,((-0.0000072977472882) + (1.0000039339065552 * ((0.2748106420040131 * (exp(((0.8403434157371521 * x1) * ((-7.1597433090209961) * x1))) + exp(((2.1294348239898682 * x0) * ((-2.8703227043151855) * x0))))) - ((-1.9792662858963013) + (1.2524309158325195 * (exp(((1.7403106689453125 * x1) * ((-0.5314179658889771) * x1))) + exp(((0.6934723854064941 * x0) * ((-1.3319598436355591) * x0))))))))),1.9792667743976297 + 0.27481172308339912*exp(-6.016643148103924*x1**2) - 1.2524358427787092*exp(-0.92483235570580301*x1**2) + 0.27481172308339912*exp(-6.1121651226575295*x0**2) - 1.2524358427787092*exp(-0.92367737003161206*x0**2),148,45.0,13.0,33.0,7.0,45.0,13.0,29.0,7.0,13.0,7.0
pagie,149,Operon,Operon,30,1,kept,((-0.0166908428072929) + (1.0103557109832764 * ((-1.0929064750671387) * ((((-1.8171284198760986) + exp(((0.4634887576103210 * x0) * ((-1.7064006328582764) * x0)))) + ((exp((((-0.0545985996723175) * x1) * (290.8274841308593750 * x1))) + exp((((-6.8895225524902344) * x0) * (4.0632553100585938 * x0)))) * (-0.0849393755197525))) + exp((((-0.0165483560413122) * x1) * (47.9090309143066406 * x1))))))),1.9898265121958887 + 0.093792122361465658*exp(-15.87877337976806101*x1**2) - 1.1042242986546854*exp(-0.7928157011641792664*x1**2) + 0.093792122361465658*exp(-27.993889095174382*x0**2) - 1.1042242986546854*exp(-0.79089750930894803*x0**2),149,45.0,13.0,33.0,7.0,45.0,13.0,33.0,7.0,13.0,7.0
pagie,150,SBP,SBP,1,1,kept,0.004376-0.000000*((((exp(4.787000)+((exp(x1)-exp(((x0-(x0*x0))+(15.039000-x1))))*x1))*15.260000)*(exp(x0)*x1))),0.00437600000000000,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0
